,address,bite_number_ratings,bite_user_rating,facilities,last_scraped,name,nearby_train_stations,nearby_tube_stations,source_pub_id,source_url,website
1292,"13 Heath St, Hampstead, London, NW3 6TP",2.0,5.0,[''],1498587872,Bedlam,[],"[{'distance': '0.1 miles', 'name': 'Hamsptead'}, {'distance': '0.6 miles', 'name': 'Finchley Road'}, {'distance': '0.6 miles', 'name': 'Finchley Road and Frognal'}]",3817,http://www.beerintheevening.com/pubs/s/38/3817/Bedlam/Hampstead,
1293,"23 New End, Hampstead, London, NW3 1JD",109.0,6.5,['Real ale'],1498587872,The Duke of Hamilton,[],"[{'distance': '0.1 miles', 'name': 'Hamsptead'}, {'distance': '0.9 miles', 'name': 'Finchley Road'}, {'distance': '0.9 miles', 'name': 'Finchley Road and Frognal'}]",2511,http://www.beerintheevening.com/pubs/s/25/2511/Duke_of_Hamilton/Hampstead,
1294,"110 Uxbridge Rd, Hanwell, London, W7 3SU",,,"['Sky TV', 'Big screen', 'Pool table', 'Fruit machines']",1498587872,The Kings Arms,[],[],7936,http://www.beerintheevening.com/pubs/s/79/7936/Kings_Arms/Hanwell,
1295,"13 Lower Boston Road, Hanwell, London, W7 3TX",,,"['Live music', 'Sky TV', 'Dartboard', 'Fruit machines', 'Food served', 'Sunday roast', 'Real ale', 'Outside seating']",1498587872,The Inn on the Green,[],[],4857,http://www.beerintheevening.com/pubs/s/48/4857/Inn_on_the_Green/Hanwell,
1296,"Green Lane, Hanwell, London, W7 2PJ",,,"['TV', 'Dartboard', 'Fruit machines', 'Food served', 'Real ale', 'Outside seating', 'Credit cards accepted']",1498587872,The Fox,[],[],3635,http://www.beerintheevening.com/pubs/s/36/3635/Fox/Hanwell,
1297,"127 Oaklands Road, Hanwell, London, W7 2DT",,,[''],1498587872,The Grosvenor,[],"[{'distance': '0.8 miles', 'name': 'Boston Manor'}, {'distance': '0.9 miles', 'name': 'Northfields'}]",45039,http://www.beerintheevening.com/pubs/s/45/45039/Grosvenor/Hanwell,
1298,"161, Uxbridge Rd, London, W7 3SP",,,"['TV', 'Jukebox', 'Fruit machines', 'Food served']",1498587873,The Duke of York,[],[],2259,http://www.beerintheevening.com/pubs/s/22/2259/Duke_of_York/Hanwell,
1299,"154 Fleet Road, Hampstead Heath, London, NW3 2QX",21.0,6.6,['Food served'],1498587873,The White Horse,[],"[{'distance': '0.3 miles', 'name': 'Belsize Park'}, {'distance': '0.6 miles', 'name': 'Gospel Oak'}, {'distance': '0.7 miles', 'name': 'Hamsptead'}]",23882,http://www.beerintheevening.com/pubs/s/23/23882/White_Horse/Hampstead_Heath,
1300,"Spaniards Road, Hampstead, London, NW3 7JJ",69.0,5.1,"['Food served', 'Real ale', 'Outside seating']",1498587873,Spaniards Inn,[],[],1512,http://www.beerintheevening.com/pubs/s/15/1512/Spaniards_Inn/Hampstead_Heath,
1301,"33, Market Place, London, NW11 6JY",3.0,6.7,[''],1498587873,Charleston's Wine Bar,[],[],8353,http://www.beerintheevening.com/pubs/s/83/8353/Charlestons_Wine_Bar/Hampstead_Garden_Suburb,
1302,"14, South End Rd, London, NW3 2QE",57.0,5.3,"['Food served', 'Sunday roast', 'Real ale', 'Outside seating']",1498587873,The Garden Gate,[],"[{'distance': '0.3 miles', 'name': 'Belsize Park'}, {'distance': '0.6 miles', 'name': 'Hamsptead'}, {'distance': '0.7 miles', 'name': 'Gospel Oak'}]",3262,http://www.beerintheevening.com/pubs/s/32/3262/Garden_Gate/Hampstead_Heath,
1303,"85 Fleet Road, Hampstead, London, NW3 2QY",3.0,7.0,[''],1498587873,Zamoyski,[],"[{'distance': '0.3 miles', 'name': 'Belsize Park'}, {'distance': '0.6 miles', 'name': 'Gospel Oak'}, {'distance': '0.6 miles', 'name': 'Hamsptead'}]",8420,http://www.beerintheevening.com/pubs/s/84/8420/Zamoyski/Hampstead,
1304,"Well Road, Hampstead, London, NW3 1LJ",71.0,5.3,"['Quiz night (Thursday)', 'Food served', 'Real ale']",1498587873,Ye Olde White Bear,[],"[{'distance': '0.2 miles', 'name': 'Hamsptead'}, {'distance': '0.8 miles', 'name': 'Belsize Park'}, {'distance': '0.9 miles', 'name': 'Finchley Road'}]",8323,http://www.beerintheevening.com/pubs/s/83/8323/Ye_Olde_White_Bear/Hampstead,
1305,"255 Finchley Road, London, NW3 6LU",33.0,4.4,"['Food served', 'Real ale']",1498587874,Wetherspoons,[],"[{'distance': '0.1 miles', 'name': 'Finchley Road'}, {'distance': '0.1 miles', 'name': 'Finchley Road and Frognal'}, {'distance': '0.4 miles', 'name': 'West Hampstead'}]",3798,http://www.beerintheevening.com/pubs/s/37/3798/Wetherspoons/Hampstead,
1306,"357-359, Green Lanes, London, N4 1DZ",23.0,5.3,"['Quiz night', 'Live music', 'TV', 'Pool table', 'Real ale']",1498587874,The Beaconsfield,[],"[{'distance': '0.4 miles', 'name': 'Manor House'}, {'distance': '0.9 miles', 'name': 'Finsbury Park'}]",6452,http://www.beerintheevening.com/pubs/s/64/6452/Beaconsfield/Harringay,
1307,"58, Station Rd, London, NW10 4UA",7.0,4.3,[''],1498587874,The Sportsmans,[],"[{'distance': '0.5 miles', 'name': 'Harlesden'}, {'distance': '0.9 miles', 'name': 'North Acton'}]",16337,http://www.beerintheevening.com/pubs/s/16/16337/Sportsmans/Harlesden,
1308,"47, Station Rd, London, NW10 4UP",7.0,5.3,"['TV', 'Big screen', 'Pool table', 'Dartboard']",1498587874,The Willesden Junction Hotel,[],"[{'distance': '0.5 miles', 'name': 'Harlesden'}, {'distance': '0.9 miles', 'name': 'North Acton'}]",4420,http://www.beerintheevening.com/pubs/s/44/4420/Willesden_Junction_Hotel/Harlesden,
1309,"95 High Street, Harlesden, London, NW10 4TS",,,"['TV', 'Big screen', 'Dartboard (2)']",1498587874,The Royal Oak,[],[],7123,http://www.beerintheevening.com/pubs/s/71/7123/Royal_Oak/Harlesden,
1310,"25, Harlesden High St, Harlesden, London, NW10 4NE",,,"['TV', 'Food served']",1498587874,The Shawl,[],[],16336,http://www.beerintheevening.com/pubs/s/16/16336/Shawl/Harlesden,
1311,"Manor Park Road, Harlesden, London, NW10 4JU",,,[''],1498587874,Gwalia WM Club,[],[],39000,http://www.beerintheevening.com/pubs/s/39/39000/Gwalia_WM_Club/Harlesden,
1312,"135/137 High Street, Harlesden, London, NW10 4TR",,,[''],1498587874,Harlesden Labour Club,[],"[{'distance': '0.7 miles', 'name': 'Harlesden'}, {'distance': '0.9 miles', 'name': 'Kensal Green'}]",39003,http://www.beerintheevening.com/pubs/s/39/39003/Harlesden_Labour_Club/Harlesden,
1313,"26 Manor Park Road, Harlesden, London, NW10 4JJ",12.0,4.6,[''],1498587874,The Misty Moon,[],[],31592,http://www.beerintheevening.com/pubs/s/31/31592/Misty_Moon/Harlesden,
1314,"26 Manor Park Road, Harlesden, London, NW10 4JJ",5.0,6.2,"['Food served', 'Real ale', 'Wireless internet access (provided by The Cloud)']",1498587874,The Coliseum,[],[],6382,http://www.beerintheevening.com/pubs/s/63/6382/Coliseum/Harlesden,
1315,"127-129, High St, Harlesden, London, NW10 4TR",9.0,4.8,[''],1498587874,Angies Freehouse,[],"[{'distance': '0.7 miles', 'name': 'Harlesden'}, {'distance': '0.9 miles', 'name': 'Kensal Green'}]",16338,http://www.beerintheevening.com/pubs/s/16/16338/Angies_Freehouse/Harlesden,
1316,"Canal Bridge, Acton Lane, London, NW10 7AD",20.0,6.7,"['Quiz night (wednesday at 7.00)', 'Sky TV', 'Big screen', 'Jukebox', 'Pool table', 'Fruit machines', 'Food served (all day)', 'Sunday roast', 'Real ale', 'Canalside location', 'Outside seating', 'Dogs allowed', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Car park', 'Smoking area', 'Function room for hire', 'Disabled access', 'Disabled toilet']",1498587874,The Grand Junction Arms,[],"[{'distance': '0.2 miles', 'name': 'Harlesden'}, {'distance': '0.8 miles', 'name': 'North Acton'}]",11670,http://www.beerintheevening.com/pubs/s/11/11670/Grand_Junction_Arms/Harlesden,
1317,"324 Greenford Avenue, Hanwell, London, W7 3DA",11.0,2.6,['Big screen'],1498587874,The White Hart,[],[],12278,http://www.beerintheevening.com/pubs/s/12/12278/White_Hart/Hanwell,
1318,"56, The Burroughs, Hendon, London, NW4 4AN",10.0,4.1,[''],1498587875,The White Bear,[],[],8095,http://www.beerintheevening.com/pubs/s/80/8095/White_Bear/Hendon,
1319,"29 Station Road, Hendon, London, NW4 4PN",12.0,6.2,"['Food served', 'Real ale']",1498587875,The Midland Hotel,[],[],8096,http://www.beerintheevening.com/pubs/s/80/8096/Midland_Hotel/Hendon,
1320,"127 Dulwich Road, London, SE24 0NG",8.0,6.9,"['Cocktails', 'Late licence']",1498587875,127,[],[],127,http://www.beerintheevening.com/pubs/s/30/30818/127/Herne_Hill,
1321,"3, Bell Lane, Hendon, London, NW4 2BP",3.0,4.7,[''],1498587875,Kerrigans,[],"[{'distance': '0.4 miles', 'name': 'Hendon Central'}, {'distance': '0.8 miles', 'name': 'Brent Cross'}]",8103,http://www.beerintheevening.com/pubs/s/81/8103/Kerrigans/Hendon,
1322,"93, Brent St, Hendon, London, NW4 2DY",6.0,2.8,[''],1498587876,The Little House,[],"[{'distance': '0.4 miles', 'name': 'Hendon Central'}, {'distance': '0.8 miles', 'name': 'Brent Cross'}]",8093,http://www.beerintheevening.com/pubs/s/80/8093/Little_House/Hendon,
1323,"373, Hendon Way, Hendon, London, NW4 3LP",28.0,3.6,['Pool table'],1498587876,The Hendon,[],"[{'distance': '0.1 miles', 'name': 'Hendon Central'}, {'distance': '0.7 miles', 'name': 'Brent Cross'}]",8075,http://www.beerintheevening.com/pubs/s/80/8075/Hendon/Hendon,
1324,"407-411 Hendon Way, Hendon, London, NW4 3LH",17.0,5.9,['Food served'],1498587876,The Gallery,[],"[{'distance': '0.1 miles', 'name': 'Hendon Central'}, {'distance': '0.7 miles', 'name': 'Brent Cross'}]",8097,http://www.beerintheevening.com/pubs/s/80/8097/Gallery/Hendon,
1325,"Church End, Hendon, London, NW4 4JT",35.0,6.8,[''],1498587876,The Greyhound,[],[],3692,http://www.beerintheevening.com/pubs/s/36/3692/Greyhound/Hendon,
1326,"10, Church Rd, Hendon, London, NW4 4EA",39.0,5.0,['Live music'],1498587876,The Claddagh Ring,[],[],2743,http://www.beerintheevening.com/pubs/s/27/2743/Claddagh_Ring/Hendon,
1327,"225 Edgware Rd, London, NW9 6LU",3.0,3.3,[''],1498587876,Finbars,[],[],31423,http://www.beerintheevening.com/pubs/s/31/31423/Finbars/Hendon,
1328,"Brent Street, Hendon, London, NW4",2.0,6.5,[''],1498587876,Clancy's,[],[],8099,http://www.beerintheevening.com/pubs/s/80/8099/Clancys/Hendon,
1329,"3 Vivian Avenue, London, NW4 3UT",,,[''],1498587876,The Bodhran Bar,[],"[{'distance': '0.1 miles', 'name': 'Hendon Central'}, {'distance': '0.8 miles', 'name': 'Brent Cross'}]",96,http://www.beerintheevening.com/pubs/show.shtml/96/Bodhran_Bar/Hendon,
1330,"20, Church End, London, NW4 4JT",22.0,5.8,"['TV', 'Pool table', 'Food served', 'Real ale']",1498587876,The Chequers,[],[],7304,http://www.beerintheevening.com/pubs/s/73/7304/Chequers/Hendon,
1331,"2 Heritage Avenue, Hendon, London, NW9 5TW",,,[''],1498587877,The Beaufort,[],[],35013,http://www.beerintheevening.com/pubs/s/35/35013/Beaufort/Hendon,
1332,"37, Highgate High St, London, N6 5JT",,,"['Food served', 'Credit cards accepted']",1498587877,The Angel,[],"[{'distance': '0.5 miles', 'name': 'Highgate'}, {'distance': '0.7 miles', 'name': 'Archway'}]",2220,http://www.beerintheevening.com/pubs/s/22/2220/Angel/Highgate,
1333,"80 Haymarket, London, SW1Y 4TE",,,"['Sky TV', 'Big screen', 'Food served']",1498587877,The Sports Cafe,[],"[{'distance': '0.2 miles', 'name': 'Piccadilly Circus'}, {'distance': '0.3 miles', 'name': 'Leicester Square'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",6903,http://www.beerintheevening.com/pubs/s/69/6903/Sports_Cafe/Haymarket,
1334,"1, Grand Parade, Green Lanes, London, N4 1JX",,,"['Quiz night (Mondays)', 'Live music', 'Food served', 'Sunday roast', 'Real ale']",1498587877,The Salisbury,[],"[{'distance': '0.7 miles', 'name': 'Turnpike Lane'}, {'distance': '0.8 miles', 'name': 'Manor House'}]",2166,http://www.beerintheevening.com/pubs/s/21/2166/Salisbury/Harringay,
1335,"97-99, Holloway Rd, London, N7 8LT",22.0,4.2,['TV'],1498587877,The Wig and Gown,[],"[{'distance': '0.2 miles', 'name': 'Highbury and Islington'}, {'distance': '0.4 miles', 'name': 'Holloway Road'}, {'distance': '0.6 miles', 'name': 'Caledonian Road'}]",3100,http://www.beerintheevening.com/pubs/s/31/3100/Wig_and_Gown/Highbury,
1336,"215 Blackstock Road, London, N5 2LL",37.0,5.4,"['Live music', 'Jukebox', 'Real ale']",1498587877,The Woodbine,[],"[{'distance': '0.4 miles', 'name': 'Arsenal'}, {'distance': '0.5 miles', 'name': 'Finsbury Park'}, {'distance': '0.8 miles', 'name': 'Canonbury'}]",1683,http://www.beerintheevening.com/pubs/s/16/1683/Woodbine/Highbury,
1337,"313 Highbury New Park, Islington, London, N5 2LB",12.0,6.8,[''],1498587877,The White House,[],"[{'distance': '0.6 miles', 'name': 'Arsenal'}, {'distance': '0.7 miles', 'name': 'Finsbury Park'}, {'distance': '0.8 miles', 'name': 'Canonbury'}]",6985,http://www.beerintheevening.com/pubs/s/69/6985/White_House/Highbury,
1338,"204, Blackstock Rd, London, N5 1EN",20.0,4.4,[''],1498587877,The Gunners,[],"[{'distance': '0.3 miles', 'name': 'Arsenal'}, {'distance': '0.5 miles', 'name': 'Finsbury Park'}, {'distance': '0.8 miles', 'name': 'Holloway Road'}]",1791,http://www.beerintheevening.com/pubs/s/17/1791/Gunners/Highbury,
1339,"2A Corsica Street, Highbury, London, N5 1JJ",,,[''],1498587877,Brewhouse and Kitchen,[],"[{'distance': '0.1 miles', 'name': 'Highbury and Islington'}, {'distance': '0.4 miles', 'name': 'Canonbury'}, {'distance': '0.7 miles', 'name': 'Holloway Road'}]",45434,http://www.beerintheevening.com/pubs/s/45/45434/Brewhouse_and_Kitchen/Highbury,
1340,"Drayton Park, London, N5 1NG",13.0,5.8,"['TV', 'Pool table', 'Dartboard']",1498587877,The Drayton Arms,[],"[{'distance': '0.4 miles', 'name': 'Arsenal'}, {'distance': '0.4 miles', 'name': 'Holloway Road'}, {'distance': '0.6 miles', 'name': 'Highbury and Islington'}]",5075,http://www.beerintheevening.com/pubs/s/50/5075/Drayton_Arms/Highbury,
1341,"224 Blackstock Rd, London, N5 1EA",28.0,7.0,"['Sky TV', 'Dartboard', 'Real ale', 'Outside seating']",1498587878,The Bank of Friendship,[],"[{'distance': '0.3 miles', 'name': 'Arsenal'}, {'distance': '0.5 miles', 'name': 'Finsbury Park'}, {'distance': '0.8 miles', 'name': 'Canonbury'}]",5119,http://www.beerintheevening.com/pubs/s/51/5119/Bank_of_Friendship/Highbury,
1342,"175 Blackstock Road, London, N4 2JS",18.0,6.7,"['TV', 'Big screen']",1498587878,The Arsenal Tavern,[],"[{'distance': '0.4 miles', 'name': 'Arsenal'}, {'distance': '0.4 miles', 'name': 'Finsbury Park'}, {'distance': '0.7 miles', 'name': 'Manor House'}]",6494,http://www.beerintheevening.com/pubs/s/64/6494/Arsenal_Tavern/Highbury,
1343,"81 Holloway Road, London, N7 8LT",,,"['TV', 'Pool table (1)', 'Food served', 'Real ale']",1498587878,The Bailey,[],"[{'distance': '0.2 miles', 'name': 'Highbury and Islington'}, {'distance': '0.4 miles', 'name': 'Holloway Road'}, {'distance': '0.6 miles', 'name': 'Caledonian Road'}]",1736,http://www.beerintheevening.com/pubs/s/17/1736/Bailey/Highbury,
1344,"54 Holloway Road, London, N7 8JL",,,"['Live music', 'Real ale', 'Dogs allowed', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Wireless internet access']",1498587878,The Lamb,[],"[{'distance': '0.2 miles', 'name': 'Highbury and Islington'}, {'distance': '0.4 miles', 'name': 'Holloway Road'}, {'distance': '0.6 miles', 'name': 'Caledonian Road'}]",3105,http://www.beerintheevening.com/pubs/s/31/3105/Lamb/Highbury,http://www.thelambn7.co.uk
1345,"3 The Avenue, Highams Park, London, E4 9LB",4.0,7.5,[''],1498587878,Birdys Bar,[],[],16289,http://www.beerintheevening.com/pubs/s/16/16289/Birdys_Bar/Highams_Park,
1346,"420, Hale End Rd, Highams Park, London, E4 9PB",10.0,6.9,"['Quiz night', 'Wireless internet access (provided by The Cloud)']",1498587878,The County Arms,[],[],4495,http://www.beerintheevening.com/pubs/s/44/4495/County_Arms/Highams_Park,
1347,"14 Staplehurst Road, Hither Green, London, SE13 5NB",,,"['TV', 'Big screen', 'Food served', 'Wireless internet access (provided by The Cloud)']",1498587879,The Station,[],[],577,http://www.beerintheevening.com/pubs/s/57/577/Station/Hither_Green,
1348,"98, North Rd, London, N6 4AA",,,['Outside seating'],1498587879,The Wrestlers,[],"[{'distance': '0.3 miles', 'name': 'Highgate'}, {'distance': '0.9 miles', 'name': 'Archway'}]",2733,http://www.beerintheevening.com/pubs/s/27/2733/Wrestlers/Highgate,
1349,"25, North Rd, Highgate Village, London, N6 4BE",67.0,6.2,"['Food served', 'Sunday roast', 'Real ale', 'Outside seating (TWO GREAT GARDENS', 'FRONT AND BACK)', 'Dogs allowed', 'Late licence', 'Credit cards accepted', 'Car park', 'Smoking area', 'Wireless internet access', 'Disabled toilet']",1498587879,The Red Lion and Sun,[],"[{'distance': '0.4 miles', 'name': 'Highgate'}, {'distance': '0.9 miles', 'name': 'Archway'}]",2645,http://www.beerintheevening.com/pubs/s/26/2645/Red_Lion_and_Sun/Highgate_Village,
1350,"58 Kingsway, Holborn, London, WC2B 6DX",11.0,2.1,"['Food served', 'Real ale']",1498587879,All Bar One,[],"[{'distance': '0.1 miles', 'name': 'Holborn'}, {'distance': '0.3 miles', 'name': 'Covent Garden'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}]",12816,http://www.beerintheevening.com/pubs/s/12/12816/All_Bar_One/Holborn,
1351,"414, Archway Rd, Highgate, London, N6 5UA",53.0,5.9,[''],1498587879,The Woodman,[],[],5992,http://www.beerintheevening.com/pubs/s/59/5992/Woodman/Highgate,http://www.the-woodman.com
1352,"206, Archway Road, Highgate, London, N6 5BA",31.0,6.2,"['Quiz night', 'TV', 'Sky TV', 'Big screen', 'Jukebox', 'Dartboard', 'Fruit machines', 'Food served', 'Sunday roast', 'Real ale', 'Outside seating', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Accommodation available', 'Coach parties welcome']",1498587879,Winchester Pub Hotel,[],"[{'distance': '0.4 miles', 'name': 'Highgate'}, {'distance': '0.7 miles', 'name': 'Archway'}]",5919,http://www.beerintheevening.com/pubs/s/59/5919/Winchester_Pub_Hotel/Highgate,
1353,"53, Highgate Hill, London, N19 5NE",17.0,2.9,"['Quiz night (Wednesday)', 'TV', 'Jukebox', 'Karaoke (Friday)', 'Pool table', 'Dartboard', 'Fruit machines', 'Food served', 'Sunday roast', 'Gluten free meals available', 'Real ale', 'Outside seating', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Cash machine', 'Smoking area', 'Coach parties welcome', 'Disabled access']",1498587879,The Whittington Stone,[],"[{'distance': '0.3 miles', 'name': 'Archway'}, {'distance': '0.8 miles', 'name': 'Highgate'}, {'distance': '0.8 miles', 'name': 'Tuffnell Park'}]",17033,http://www.beerintheevening.com/pubs/s/17/17033/Whittington_Stone/Highgate,
1354,"53, Highgate High St, London, N6 5JX",61.0,6.5,"['Quiz night', 'Sunday roast', 'Outside seating']",1498587879,The Prince of Wales Ale House,[],"[{'distance': '0.5 miles', 'name': 'Highgate'}, {'distance': '0.8 miles', 'name': 'Archway'}]",4437,http://www.beerintheevening.com/pubs/s/44/4437/Prince_of_Wales_Ale_House/Highgate,
1355,"28 North Hill, London, N6 4QA",26.0,7.3,[''],1498587879,The Victoria,[],[],8051,http://www.beerintheevening.com/pubs/s/80/8051/Victoria/Highgate,
1356,"89, Highgate Hill, London, N19 5NE",15.0,5.9,[''],1498587879,The Whittington Cat,[],"[{'distance': '0.3 miles', 'name': 'Archway'}, {'distance': '0.8 miles', 'name': 'Highgate'}, {'distance': '0.8 miles', 'name': 'Tuffnell Park'}]",17026,http://www.beerintheevening.com/pubs/s/17/17026/Whittington_Cat/Highgate,
1357,"86, Highgate High St, Highgate, London, N6 5HX",15.0,5.1,"['Sky TV', 'Big screen', 'Food served', 'Sunday roast', 'Real ale', 'Outside seating', 'Dogs allowed', 'Children allowed', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Disabled toilet']",1498587879,The Rose and Crown,[],"[{'distance': '0.5 miles', 'name': 'Highgate'}, {'distance': '0.7 miles', 'name': 'Archway'}]",24068,http://www.beerintheevening.com/pubs/s/24/24068/Rose_and_Crown/Highgate,
1358,"28, Portugal St, London, WC2A 2HF",,,"['Quiz machines (Multi)', 'Function room for hire']",1498587879,George IV,[],"[{'distance': '0.2 miles', 'name': 'Holborn'}, {'distance': '0.3 miles', 'name': 'Temple'}, {'distance': '0.4 miles', 'name': 'Covent Garden'}]",5923,http://www.beerintheevening.com/pubs/s/59/5923/George_IV/Holborn,
1359,"90 Highgate Hill, London, N19 5NQ",50.0,3.6,[''],1498587879,The Old Crown,[],"[{'distance': '0.3 miles', 'name': 'Archway'}, {'distance': '0.7 miles', 'name': 'Highgate'}, {'distance': '0.9 miles', 'name': 'Tuffnell Park'}]",20936,http://www.beerintheevening.com/pubs/s/20/20936/Old_Crown/Highgate,
1360,"47 Chester Road, London, N19 5DF",33.0,6.9,"['Live music', 'Food served', 'Real ale', 'Dogs allowed', 'Credit cards accepted', 'Function room for hire']",1498587879,The Star,[],"[{'distance': '0.4 miles', 'name': 'Archway'}, {'distance': '0.6 miles', 'name': 'Tuffnell Park'}, {'distance': '0.7 miles', 'name': 'Gospel Oak'}]",27027,http://www.beerintheevening.com/pubs/s/27/27027/Star/Highgate,
1361,"Dartmouth Park Hill, London, N19 5HT",10.0,3.0,[''],1498587880,The New Brunswick,[],"[{'distance': '0.2 miles', 'name': 'Archway'}, {'distance': '0.6 miles', 'name': 'Tuffnell Park'}, {'distance': '0.8 miles', 'name': 'Gospel Oak'}]",27026,http://www.beerintheevening.com/pubs/s/27/27026/New_Brunswick/Highgate,
1362,"4 Leather Lane, London, EC1N 7RA",,,"['Pool table (2', 'downstairs)', 'Real ale']",1498587880,The Goose,[],"[{'distance': '0.1 miles', 'name': 'Chancery Lane'}, {'distance': '0.2 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Blackfriars'}]",58,http://www.beerintheevening.com/pubs/show.shtml/58/Goose/Holborn,
1363,"14 Fulwood Place, Holborn, London, WC1V 6HZ",,,[''],1498587880,The Fulwood,[],"[{'distance': '0.1 miles', 'name': 'Chancery Lane'}, {'distance': '0.3 miles', 'name': 'Holborn'}, {'distance': '0.4 miles', 'name': 'Farringdon'}]",34996,http://www.beerintheevening.com/pubs/s/34/34996/Fulwood/Holborn,
1364,"168 High Holborn, Holborn, London, WC1V 7AA",,,['TV'],1498587880,The Craft Beer Co,[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Tottenham Court Road'}, {'distance': '0.3 miles', 'name': 'Holborn'}]",6719,http://www.beerintheevening.com/pubs/s/67/6719/Craft_Beer_Co/Holborn,
1365,"8, Great Queen St, London, WC2B 5DG",,,[''],1498587880,The George,[],"[{'distance': '0.1 miles', 'name': 'Holborn'}, {'distance': '0.3 miles', 'name': 'Covent Garden'}, {'distance': '0.5 miles', 'name': 'Temple'}]",2720,http://www.beerintheevening.com/pubs/s/27/2720/George/Holborn,
1366,"38 Red Lion Street, London, WC1R 4PN",,,"['Food served', 'Gluten free meals available', 'Real ale', 'Outside seating', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Air conditioning']",1498587881,The Enterprise,[],"[{'distance': '0.2 miles', 'name': 'Holborn'}, {'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Russell Square'}]",417,http://www.beerintheevening.com/pubs/s/41/417/Enterprise/Holborn,http://www.the-enterprise.co.uk
1367,"7 Roger Street, London, WC1N 2PB",42.0,5.5,"['Food served', 'Real ale']",1498587881,The Duke (of York),[],"[{'distance': '0.4 miles', 'name': 'Russell Square'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Holborn'}]",21672,http://www.beerintheevening.com/pubs/s/21/21672/Duke_of_York_/Holborn,
1368,"74 Shoe Lane, London, EC4 3BQ",18.0,7.2,"['Sky TV', 'Big screen', 'Food served']",1498587881,The City Retreat,[],"[{'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.3 miles', 'name': 'Blackfriars'}]",11686,http://www.beerintheevening.com/pubs/s/11/11686/City_Retreat/Holborn,
1369,"76, Shoe Lane, London, EC4A 3JB",27.0,5.7,[''],1498587882,The Cartoonist,[],"[{'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.3 miles', 'name': 'Blackfriars'}]",1572,http://www.beerintheevening.com/pubs/s/15/1572/Cartoonist/Holborn,
1370,"26 Furnival Street, London, EC4A 1JS",82.0,7.1,[''],1498587882,The Castle,[],"[{'distance': '0.1 miles', 'name': 'Chancery Lane'}, {'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Temple'}]",30924,http://www.beerintheevening.com/pubs/s/30/30924/Castle/Holborn,
1371,"83 Southampton Row, Holborn, London, WC1B 4HD",,,[''],1498587882,The Cafe London,[],"[{'distance': '0.2 miles', 'name': 'Russell Square'}, {'distance': '0.3 miles', 'name': 'Holborn'}, {'distance': '0.5 miles', 'name': 'Tottenham Court Road'}]",37938,http://www.beerintheevening.com/pubs/s/37/37938/Cafe_London/Holborn,
1372,"22 High Holborn, London, WC1V 6BN",,,"['Dartboard', 'Food served']",1498587882,The Cittie of Yorke,[],"[{'distance': '0.1 miles', 'name': 'Chancery Lane'}, {'distance': '0.3 miles', 'name': 'Holborn'}, {'distance': '0.4 miles', 'name': 'Farringdon'}]",446,http://www.beerintheevening.com/pubs/s/44/446/Cittie_of_Yorke/Holborn,
1373,"252 Grays Inn Road, London, WC1X 8JR",,,"['TV', 'Sky TV', 'Fruit machines', 'Food served', 'Real ale', 'Outside seating', 'Function room for hire']",1498587882,The Calthorpe Arms,[],"[{'distance': '0.4 miles', 'name': 'Russell Square'}, {'distance': '0.5 miles', 'name': 'Chancery Lane'}, {'distance': '0.6 miles', 'name': 'Holborn'}]",2333,http://www.beerintheevening.com/pubs/s/23/2333/Calthorpe_Arms/Holborn,
1374,"54 Farringdon Street, London, EC4A 4BD",8.0,5.5,['Food served'],1498587882,The Plum Tree,[],"[{'distance': '0.2 miles', 'name': 'Farringdon'}, {'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Blackfriars'}]",28819,http://www.beerintheevening.com/pubs/s/28/28819/Plum_Tree/Holborn,
1375,"57 High Holborn, Holborn, London, WC1V 6DX",,,[''],1498587882,Bung Hole Cellars and Wine Room,[],"[{'distance': '0.2 miles', 'name': 'Chancery Lane'}, {'distance': '0.2 miles', 'name': 'Holborn'}, {'distance': '0.5 miles', 'name': 'Farringdon'}]",32278,http://www.beerintheevening.com/pubs/s/32/32278/Bung_Hole_Cellars_and_Wine_Room/Holborn,
