import_offset,address,admin_ward,bite_number_ratings,bite_user_rating,facilities,keywords,last_scraped,latitude,longitude,name,nearby_train_stations,nearby_tube_stations,parliamentary_constituency,postcode,source_pub_id,source_url,website
118,"124-127 Minories, London, EC3N 1NT",Tower,,,,staff: 6;one: 4;bar: 4;drinks: 4;something: 3;like: 3;place: 3;outside: 3;get: 3;�: 3;city: 3;chavs: 3;people: 2;food: 2;im: 2,1498830873,51.5120586585943,-0.0756510925994501,Mary Janes,[],Aldgate;Tower Hill;Aldgate East,Cities of London and Westminster,EC3N 1NT,31851,http://www.beerintheevening.com/pubs/s/31/31851/Mary_Janes/Aldgate,
119,"50 Middlesex St, London, E1 7EX",Spitalfields & Banglatown,30.0,5.9,,pub: 39;good: 26;food: 20;new: 18;place: 18;owner: 11;proper: 10;trader: 10;great: 10;see: 10;landlady: 10;staff: 10;friendly: 9;always: 9;like: 9,1498830873,51.5158149596951,-0.0754927784598064,The Market Trader,[],Aldgate;Aldgate East;Liverpool Street,Bethnal Green and Bow,E1 7EX,28376,http://www.beerintheevening.com/pubs/s/28/28376/Market_Trader/Aldgate,
120,"17-19 Archway Rd, Highgate, London, London, N19 3TX",Junction,39.0,5.7,Quiz night;Live music;TV;Sky TV;Big screen;Quiz machines;Food served;Sunday roast;Gluten free meals available;Real ale;Cocktails;Dogs allowed;Children allowed;Late licence;Credit cards accepted;Wireless internet access,pub: 47;bar: 25;staff: 23;place: 20;one: 18;friendly: 18;like: 18;good: 18;time: 14;never: 14;even: 13;would: 13;food: 13;bit: 11;behaviour: 11,1498830873,51.5681748512215,-0.136541249411371,The Charlotte Despard,[],Archway;Highgate;Tuffnell Park,Islington North,N19 3TX,4353,http://www.beerintheevening.com/pubs/s/43/4353/Charlotte_Despard/Archway,http://www.thecharlottedespard.co.uk
121,"Archway Close, Archway Road, London, N19 3TD",Junction,,,Live music;TV;Fruit machines;Food served;Outside seating;Credit cards accepted,place: 20;cheekos: 18;good: 18;back: 15;bar: 14;music: 13;night: 13;club: 12;bands: 11;great: 10;go: 10;venue: 9;went: 9;archway: 9;like: 9,1498830873,51.5659293180004,-0.134439898378268,The Archway Tavern,[],Archway;Tuffnell Park,Islington North,N19 3TD,2182,http://www.beerintheevening.com/pubs/s/21/2182/Archway_Tavern/Archway,
122,"56, Upper St, London, N1 0NY",St Mary's,31.0,2.9,,get: 11;place: 11;night: 9;bar: 8;go: 7;pub: 7;saturday: 6;dont: 6;great: 6;good: 6;staff: 6;dj: 5;people: 5;dire: 5;friendly: 5,1498830873,51.5360003716338,-0.104028030052787,The Walkabout,[],Angel;Highbury and Islington,Islington South and Finsbury,N1 0NY,4310,http://www.beerintheevening.com/pubs/s/43/4310/Walkabout/Angel_Islington,
123,"39 Queens Head Street, London, N1 8NQ",St Peter's,,,Quiz night;Pool table;Food served;Sunday roast,pub: 70;good: 50;great: 37;friendly: 34;food: 34;place: 33;night: 29;dog: 25;staff: 25;one: 24;time: 22;pup: 22;mucky: 21;bar: 20;pool: 20,1498830873,51.5364365750568,-0.0993091663312638,The Mucky Pup,[],Angel;Highbury and Islington;Old Street,Islington South and Finsbury,N1 8NQ,5169,http://www.beerintheevening.com/pubs/s/51/5169/Mucky_Pup/Angel_Islington,
124,"16, Elia St, London, N1 8DE",St Peter's,17.0,6.8,Food served;Sunday roast;Real ale,pub: 12;beer: 8;good: 8;great: 8;friendly: 7;really: 6;place: 5;little: 5;food: 4;find: 4;games: 4;board: 4;traditional: 4;sunday: 3;everyone: 3,1498830873,51.532158413534,-0.10222680748932,The Prince Albert,[],Angel;Old Street;Farringdon,Islington South and Finsbury,N1 8DE,11311,http://www.beerintheevening.com/pubs/s/11/11311/Prince_Albert/Angel_Islington,
125,"184-186 Pentonville Road, Angel, Islington, London, London, N1 9JP",Barnsbury,,,,place: 5;bit: 5;pub: 4;bar: 4;nat: 3;restaurant: 3;west: 3;next: 2;part: 2;door: 2;old: 2;shaws: 2;relay: 1;hollow: 1;severe: 1,1498830873,51.531368963109,-0.116850474258415,The Long Hope,[],King's Cross St. Pancras;Angel;Russell Square,Islington South and Finsbury,N1 9JP,32071,http://www.beerintheevening.com/pubs/s/32/32071/Long_Hope/Angel_Islington,
126,"59 Upper Street, Islington, London, N1 0NY",St Mary's,,,Sky TV;Big screen;Quiz machines;Food served;Outside seating,get: 7;place: 7;bar: 6;irish: 6;bad: 5;pub: 5;one: 4;music: 4;time: 4;toilets: 4;staff: 4;pretty: 4;nice: 4;like: 3;really: 3,1498830873,51.5360003716338,-0.104028030052787,O'Neills,[],Angel;Highbury and Islington,Islington South and Finsbury,N1 0NY,1975,http://www.beerintheevening.com/pubs/s/19/1975/ONeills/Angel_Islington,
127,"73, White Lion St, London, N1 9PF",Barnsbury,19.0,5.2,Late licence,bar: 10;good: 9;great: 8;pub: 8;place: 6;music: 6;night: 6;back: 5;well: 5;hobgoblin: 5;jay: 4;saturday: 4;cubed: 4;party: 4;always: 4,1498830873,51.5329352702334,-0.108567397104991,Jay Cubed,[],Angel;King's Cross St. Pancras;Farringdon,Islington South and Finsbury,N1 9PF,2494,http://www.beerintheevening.com/pubs/s/24/2494/Jay_Cubed/Angel_Islington,
128,"Unit 5-6, Parkfield Street, London, N1 0PS",St Mary's,25.0,5.1,Food served;Real ale;Wireless internet access,place: 14;good: 14;bar: 10;pub: 10;prices: 8;bouncers: 8;great: 7;well: 7;night: 7;one: 6;music: 6;know: 6;wetherspoons: 6;friendly: 6;lloyds: 6,1498830873,51.5343394006724,-0.10641847086678,The Glass Works,[],Angel;King's Cross St. Pancras;Highbury and Islington,Islington South and Finsbury,N1 0PS,4777,http://www.beerintheevening.com/pubs/s/47/4777/Glass_Works/Angel_Islington,
129,"72, Upper St, Islington Green, London, N1 0NY",St Mary's,16.0,6.2,Food served;Cocktails,good: 9;happy: 9;cocktails: 8;hour: 8;food: 6;great: 6;place: 5;tapas: 5;nice: 4;cuban: 4;love: 4;last: 3;really: 3;bad: 3;mojitos: 3,1498830873,51.5360003716338,-0.104028030052787,Cuba Libre,[],Angel;Highbury and Islington,Islington South and Finsbury,N1 0NY,7921,http://www.beerintheevening.com/pubs/s/79/7921/Cuba_Libre/Angel_Islington,
130,"77 Bedford Hill, Balham, London, SW12 9HD",Bedford,,,Quiz night;Live music;Sky TV;Food served;Sunday roast;Outside seating,pub: 64;good: 50;night: 44;bar: 40;great: 37;comedy: 33;staff: 29;food: 26;get: 24;music: 23;time: 23;place: 22;bit: 20;people: 19;best: 19,1498830874,51.4420820050024,-0.149045834148832,The Bedford,[],Balham;Tooting Bec;Clapham South,Tooting,SW12 9HD,468,http://www.beerintheevening.com/pubs/s/46/468/Bedford/Balham,
131,"157, Balham High Road, London, SW12 9AU",Balham,,,Food served;Outside seating;Smoking area,pub: 33;good: 26;balham: 24;food: 24;bar: 23;place: 22;nice: 18;really: 17;would: 16;staff: 16;manager: 16;one: 15;service: 15;great: 14;us: 13,1498830874,51.4443019844026,-0.151819739442599,Blithe Spirit,[],Balham;Clapham South;Tooting Bec,Battersea,SW12 9AU,7134,http://www.beerintheevening.com/pubs/s/71/7134/Blithe_Spirit/Balham,
132,"15-19 Bedford Hill, London, SW12 9EX",Balham,13.0,5.8,Food served;Cocktails,food: 7;good: 7;go: 6;ive: 6;much: 5;place: 4;seems: 4;staff: 4;since: 3;balham: 3;atmosphere: 3;times: 3;waiting: 3;top: 3;say: 3,1498830874,51.4445156809806,-0.150544760374035,The Balham Kitchen and Bar,[],Balham;Clapham South;Tooting Bec,Battersea,SW12 9EX,11343,http://www.beerintheevening.com/pubs/s/11/11343/Balham_Kitchen_and_Bar/Balham,
133,"7-9 Ramsden Road, Balham, London, SW12 8QX",Nightingale,9.0,6.6,,good: 11;staff: 8;great: 7;balham: 4;night: 4;place: 3;beers: 3;get: 3;tables: 3;saturday: 3;front: 3;pub: 3;bit: 3;like: 2;pretty: 2,1498830874,51.4454614524943,-0.152924177756183,Balham Bowls Club,[],Balham;Clapham South;Tooting Bec,Tooting,SW12 8QX,31842,http://www.beerintheevening.com/pubs/s/31/31842/Balham_Bowls_Club/Balham,
134,"7 - 9 Ramsden Road, Balham, London, SW12 8QX",Nightingale,28.0,6.1,Quiz night;Sky TV;Food served;Sunday roast;Real ale;Outside seating;Dogs allowed;Children allowed;Credit cards accepted;Smoking area,place: 22;staff: 16;food: 14;friendly: 13;good: 13;balham: 12;really: 11;pub: 11;bar: 10;one: 9;time: 9;great: 9;last: 9;back: 9;service: 8,1498830874,51.4454614524943,-0.152924177756183,Balham Bowls Club,[],,Tooting,SW12 8QX,30134,http://www.beerintheevening.com/pubs/s/30/30134/Balham_Bowls_Club/Balham,http://www.antic-ltd.com/bbc
135,"90-92, Balham High Rd, London, SW12 9AG",Balham,,,TV;Food served;Sunday roast;Real ale;Outside seating,pub: 6;good: 5;great: 5;menu: 4;really: 4;food: 3;afternoon: 3;friendly: 3;nice: 3;arms: 2;place: 2;lots: 2;fantastic: 2;new: 2;balham: 2,1498830875,51.4465272834774,-0.149801497307482,The Balham Arms,[],Balham;Clapham South;Tooting Bec,Battersea,SW12 9AG,15676,http://www.beerintheevening.com/pubs/s/15/15676/Balham_Arms/Balham,
136,"3 Ramsden Road, London, SW12 8QX",Nightingale,18.0,5.9,,cocktails: 12;bar: 12;good: 11;nice: 8;staff: 7;one: 5;music: 5;happy: 5;drinks: 5;time: 4;hour: 4;worth: 4;like: 3;last: 3;place: 3,1498830875,51.4454614524943,-0.152924177756183,B@1 (Be At One),[],Balham;Clapham South;Tooting Bec,Tooting,SW12 8QX,28135,http://www.beerintheevening.com/pubs/s/28/28135/B_1_Be_At_One_/Balham,
137,"16 Balham Hill, Balham, London, SW12 9EB",Balham,,,,food: 3;pub: 3;well: 3;clearly: 3;great: 3;dont: 2;young: 2;always: 2;friendly: 2;area: 2;packed: 2;bit: 2;soulless: 1;like: 1;wonderful: 1,1498830875,51.4505293155816,-0.148114133046567,The Avalon,[],Clapham South;Balham;Clapham Common,Battersea,SW12 9EB,39400,http://www.beerintheevening.com/pubs/s/39/39400/Avalon/Balham,
138,"5 Fernlea Road, Balham, London, London, SW12 9RT",Balham,2.0,5.0,Karaoke;Food served;Cocktails;Late licence;Credit cards accepted;Function room for hire;Disabled toilet,new: 1;great: 1;highly: 1;excellent: 1;recommended: 1;monkeys: 1;cocktails: 1;3: 1;service: 1;bar: 1,1498830875,51.4428525042784,-0.148295189366031,The 3 Monkeys Bar,[],,Battersea,SW12 9RT,42739,http://www.beerintheevening.com/pubs/s/42/42739/3_Monkeys_Bar/Balham,http://www.the3monkeysbar.co.uk
139,"5 Fernlea Road, Balham, London, London, SW12 9RT",Balham,2.0,5.5,,,1498830875,51.4428525042784,-0.148295189366031,The 3 Monkeys Bar,[],,Battersea,SW12 9RT,42821,http://www.beerintheevening.com/pubs/s/42/42821/3_Monkeys_Bar/Balham,http://www.the3monkeysbar.co.uk
140,"66, Gresham Street, London, EC2V 7BB",Walbrook,,,Food served;Function room for hire,place: 6;bar: 6;city: 6;pub: 6;great: 5;really: 4;small: 4;work: 3;food: 3;served: 3;area: 3;boozer: 3;staff: 3;never: 3;last: 2,1498830875,51.5148841535388,-0.0911697489575022,The City Tup,[],Bank;Mansion House;Cannon Street,Cities of London and Westminster,EC2V 7BB,3418,http://www.beerintheevening.com/pubs/s/34/3418/City_Tup/Bank,
141,"24, Cornhill, London, EC3V 3ND",Walbrook,34.0,3.4,Cocktails;Late licence,bar: 20;city: 20;place: 19;like: 14;good: 14;went: 13;dont: 9;great: 9;abacus: 9;friday: 9;girls: 9;night: 9;work: 8;go: 8;really: 7,1498830875,51.5132271422954,-0.0871603864788158,Abacus,[],Bank;Cannon Street;Monument,Cities of London and Westminster,EC3V 3ND,8009,http://www.beerintheevening.com/pubs/s/80/8009/Abacus/Bank,
142,"27a, Throgmorton St, London, EC2N 2AN",Broad Street,23.0,5.3,Dartboard;Function room for hire,guinness: 14;place: 13;good: 10;bar: 9;city: 7;great: 7;like: 6;downstairs: 6;last: 5;service: 5;get: 4;well: 4;one: 4;still: 4;pint: 4,1498830875,51.5149630461705,-0.0860787761433638,The Arbitrager,[],Bank;Liverpool Street;Moorgate,Cities of London and Westminster,EC2N 2AN,2898,http://www.beerintheevening.com/pubs/s/28/2898/Arbitrager/Bank,
143,"238 Balham High Rd, Balham, London, SW17 7AW",Nightingale,10.0,7.0,Food served;Cocktails,bar: 8;good: 7;great: 6;place: 5;food: 4;balham: 4;nice: 4;even: 4;happy: 3;hour: 3;cocktails: 3;beer: 2;music: 2;get: 2;definitely: 2,1498830875,51.4404875330826,-0.155714888222058,Viva Cafe Bar,[],Balham;Tooting Bec,Tooting,SW17 7AW,7005,http://www.beerintheevening.com/pubs/s/70/7005/Viva_Cafe_Bar/Balham,
144,"Bedford Hill, Balham, London, SW12 9rg",,5.0,8.0,Live music;Food served;Cocktails;Late licence;Credit cards accepted;Function room for hire;Wireless internet access;Air conditioning,place: 4;nice: 4;really: 3;little: 3;friendly: 3;bar: 3;cool: 2;night: 2;atmosphere: 2;surprise: 2;food: 2;always: 2;great: 2;paddyfield: 2;good: 2,1498830875,,,Tacuba,[],,,,16883,http://www.beerintheevening.com/pubs/s/16/16883/Tacuba/Balham,http://www.tacubabar.com
145,"90-92, Balham High Rd, London, SW12 9AG",Balham,10.0,5.3,Food served,good: 6;balham: 5;pub: 5;great: 5;new: 4;going: 4;puzzle: 4;bar: 4;place: 3;food: 3;music: 3;pubs: 3;staff: 3;one: 2;like: 2,1498830876,51.4465272834774,-0.149801497307482,The Puzzle,[],Balham;Clapham South;Tooting Bec,Battersea,SW12 9AG,1413,http://www.beerintheevening.com/pubs/s/14/1413/Puzzle/Balham,
146,"21, Chestnut Grove, London, SW12 8JB",Nightingale,,,Quiz night;Sky TV;Big screen;Fruit machines;Quiz machines;Food served;Sunday roast,pub: 56;bar: 42;staff: 41;good: 36;food: 32;place: 29;balham: 26;great: 24;like: 21;manager: 19;sport: 19;one: 18;big: 18;watch: 18;go: 17,1498830876,51.4440924270262,-0.153929172012766,The Regent,[],Balham;Tooting Bec;Clapham South,Tooting,SW12 8JB,1716,http://www.beerintheevening.com/pubs/s/17/1716/Regent/Balham,
147,"194 Balham High Street, London, SW12 9BP",Nightingale,95.0,5.4,Real ale,one: 25;place: 25;pub: 23;good: 20;like: 18;balham: 16;staff: 15;wetherspoons: 13;want: 12;dont: 11;beer: 11;bar: 11;go: 11;really: 10;old: 10,1498830876,51.4437889876055,-0.152934100247229,The Moon Under Water,[],Balham;Tooting Bec;Clapham South,Tooting,SW12 9BP,8107,http://www.beerintheevening.com/pubs/s/81/8107/Moon_Under_Water/Balham,
148,"97, Nightingale Lane, London, SW12 8NX",Nightingale,,,Quiz night;Food served;Sunday roast;Real ale;Outside seating,pub: 78;good: 46;youngs: 33;friendly: 25;great: 24;beer: 22;like: 21;one: 20;staff: 20;place: 20;nightingale: 20;local: 17;nice: 16;bar: 15;little: 14,1498830876,51.4502079712274,-0.1573956760308,The Nightingale,[],Clapham South;Balham,Tooting,SW12 8NX,5309,http://www.beerintheevening.com/pubs/s/53/5309/Nightingale/Balham,
149,"76 Bedford Hill, Balham, London, SW12 9HR",Bedford,10.0,7.6,TV;Sky TV;Big screen;Food served;Home Made Burger;Sunday roast;Children allowed;Late licence;Credit cards accepted;Function room for hire;Air conditioning;Disabled access;Disabled toilet,good: 6;lounge: 5;place: 5;food: 5;great: 5;make: 5;run: 3;couple: 3;tapas: 3;feel: 3;spain: 2;really: 2;excellent: 2;go: 2;money: 2,1498830877,51.4417897531365,-0.149331050687406,The Lounge,[],Balham;Tooting Bec;Clapham South,Tooting,SW12 9HR,7684,http://www.beerintheevening.com/pubs/s/76/7684/Lounge_Spanish_Tapas_Bar/Balham,
150,"157 Balham High Road, Balham, London, SW12 9AU",Balham,,,,football: 6;pub: 5;good: 4;well: 3;decent: 3;bar: 3;like: 2;local: 2;selection: 2;drinking: 2;beer: 2;pale: 2;opted: 2;without: 2;sunday: 2,1498830877,51.4443019844026,-0.151819739442599,Hagen and Hyde,[],Balham;Clapham South;Tooting Bec,Battersea,SW12 9AU,43384,http://www.beerintheevening.com/pubs/s/43/43384/Hagen_and_Hyde/Balham,
151,"100, Balham High Rd, London, SW12 9AA",Balham,,,Live music;Big screen;Pool table;Dartboard;Quiz machines;Table football;Food served;Cocktails;Wireless internet access;Disabled access,place: 17;staff: 13;good: 12;pub: 12;pool: 10;great: 10;bar: 10;tables: 8;table: 8;selection: 6;nice: 6;one: 5;like: 5;back: 5;friendly: 5,1498830877,51.4459084173354,-0.150474097953036,The Jackdaw and Rook,[],Balham;Clapham South;Tooting Bec,Battersea,SW12 9AA,7393,http://www.beerintheevening.com/pubs/s/73/7393/Jackdaw_and_Rook/Balham,
152,"39, Oldridge Rd, London, SW12 8PN",Balham,,,TV;Big screen;Table football;Food served;Sunday roast;Real ale;Outside seating;Children allowed;Credit cards accepted,pub: 52;good: 46;staff: 42;food: 39;great: 22;bar: 20;friendly: 19;youngs: 14;place: 13;service: 12;well: 12;would: 12;nice: 12;one: 11;beer: 11,1498830877,51.448323109763,-0.151340758174873,The Grove,[],Clapham South;Balham,Battersea,SW12 8PN,1563,http://www.beerintheevening.com/pubs/s/15/1563/Grove/Balham,
153,"Balham Station Rd, London, SW12 9AU",Balham,39.0,4.8,Food served;Cocktails,bar: 39;good: 25;staff: 17;like: 17;place: 17;one: 14;great: 13;exhibit: 12;food: 11;restaurant: 10;cinema: 9;pretty: 9;always: 9;ive: 9;fish: 8,1498830877,51.4443019844026,-0.151819739442599,The Exhibit,[],Balham;Clapham South;Tooting Bec,Battersea,SW12 9AU,6654,http://www.beerintheevening.com/pubs/s/66/6654/Exhibit/Balham,
154,"3 Station Parade, Balham, London, SW12 9AZ",Nightingale,25.0,6.0,Food served;Sunday roast;Cocktails,good: 21;bar: 17;balham: 10;place: 9;food: 9;staff: 9;atmosphere: 8;great: 7;dont: 5;nice: 5;friendly: 5;service: 4;like: 4;pretty: 4;bars: 4,1498830878,51.4423217109812,-0.153410600666135,The Firefly,[],Balham;Tooting Bec;Clapham South,Tooting,SW12 9AZ,6525,http://www.beerintheevening.com/pubs/s/65/6525/Firefly/Balham,
155,"14-16 Balham Hill, London, SW12 9EB",Balham,,,Sky TV;Pool table;Food served,pub: 33;good: 29;food: 25;great: 21;staff: 21;really: 17;bar: 16;place: 16;nice: 15;crowd: 11;george: 11;always: 11;atmosphere: 11;like: 10;chilled: 8,1498830878,51.4505293155816,-0.148114133046567,The George,[],Clapham South;Balham;Clapham Common,Battersea,SW12 9EB,469,http://www.beerintheevening.com/pubs/s/46/469/George/Balham,
156,"39, Balham High Road, London, SW12 9AN",Balham,,,Fruit machines;Quiz machines;Food served;Sunday roast;Real ale;Cocktails;Outside seating;Late licence;Wireless internet access,pub: 94;good: 50;duke: 33;like: 31;great: 31;food: 27;balham: 27;place: 27;one: 25;youngs: 24;back: 23;pubs: 23;devonshire: 22;staff: 22;nice: 21,1498830878,51.4467479988135,-0.148972285210762,The Duke of Devonshire,[],Balham;Clapham South;Tooting Bec,Battersea,SW12 9AN,1699,http://www.beerintheevening.com/pubs/s/16/1699/Duke_of_Devonshire/Balham,
157,"Bedford Hill, 11/13 Bedford Hill, London, SW12 9EX",Balham,5.0,6.4,TV;Food served,balham: 8;food: 6;good: 6;place: 5;get: 5;great: 5;really: 4;order: 4;staff: 4;selection: 3;dish: 3;comfy: 3;try: 3;tasty: 3;dash: 3,1498830878,51.4445156809806,-0.150544760374035,Dish Dash,[],Balham;Clapham South;Tooting Bec,Battersea,SW12 9EX,2928,http://www.beerintheevening.com/pubs/s/29/2928/Dish_Dash/Balham,
158,"171-176 Aldersgate Street, London, EC1A 4JA",Farringdon Within,9.0,4.2,Food served;Real ale;Function room for hire,good: 6;food: 4;pub: 4;atmosphere: 3;friendly: 3;great: 3;staff: 3;street: 2;soulless: 2;really: 2;selection: 2;music: 2;drinks: 2;hogshead: 2;team: 2,1498830879,51.5202152824486,-0.0977215749371662,The Hogshead,[],Barbican;Farringdon;St. Pauls,Cities of London and Westminster,EC1A 4JA,7905,http://www.beerintheevening.com/pubs/s/79/7905/Hogshead/Barbican,
159,"1 Middle Street, Cloth Fair, London, EC1A 7JA",Farringdon Within,,,Food served;Real ale,pub: 63;place: 29;beer: 23;best: 20;back: 19;bar: 17;good: 17;one: 16;nice: 15;great: 15;well: 14;courage: 14;pint: 14;visit: 14;6x: 13,1498830879,51.5194290340658,-0.0985903532879225,The Hand and Shears,[],Barbican;Farringdon;St. Pauls,Cities of London and Westminster,EC1A 7JA,2902,http://www.beerintheevening.com/pubs/s/29/2902/Hand_and_Shears/Barbican,
160,"1 Long Lane, Barbican, London, EC1A 9HA",Farringdon Within,,,Sky TV;Big screen;Pool table;Food served,bar: 12;da: 9;great: 8;get: 7;staff: 7;place: 7;football: 7;city: 6;like: 5;good: 5;packed: 4;friendly: 4;night: 4;well: 3;party: 3,1498830879,51.5198634208122,-0.0987596455430153,Extra Time,[],Barbican;Farringdon;St. Pauls,Cities of London and Westminster,EC1A 9HA,2744,http://www.beerintheevening.com/pubs/s/27/2744/Extra_Time/Barbican,
161,"9-10 West Smithfield, Barbican, London, EC1A 9JR",Farringdon Without,46.0,6.8,Food served;Real ale;Function room for hire,pub: 32;place: 15;good: 13;nice: 12;finger: 10;staff: 9;neame: 9;bishops: 9;work: 9;outside: 8;one: 8;time: 8;bit: 8;food: 8;beer: 8,1498830879,51.5184849651399,-0.101930425188037,The Bishop's Finger,[],Farringdon;Barbican;St. Pauls,Cities of London and Westminster,EC1A 9JR,5984,http://www.beerintheevening.com/pubs/s/59/5984/Bishops_Finger/Barbican,
162,"64-66 West Smithfield, Farringdon, London, London, EC1A 9HE",,9.0,6.3,Live music;Food served;Sunday roast;Real ale;Cocktails;Outside seating;Children allowed;Late licence;Credit cards accepted;Function room for hire;Wireless internet access;Air conditioning;Coach parties welcome;Disabled access;Disabled toilet,food: 3;good: 3;staff: 3;say: 3;really: 2;nice: 2;welcoming: 2;great: 2;real: 2;bar: 2;jamies: 2;time: 2;enough: 2;way: 1;must: 1,1498830879,,,The DISTILLERS,[],Barbican;Farringdon;St. Pauls,,EC1A 9HE,7879,http://www.beerintheevening.com/pubs/s/78/7879/DISTILLERS/Barbican,http://www.thedistillerspub.com
163,"52 Hopton Street, Blackfriars, London, SE1 9JH",Cathedrals,,,TV;Food served;Sunday roast;Real ale;Riverside location;Outside seating;Children allowed;Late licence;Credit cards accepted;Mastercard;Maestro;Electron;Amex;Diners);Cash machine;Air conditioning;Disabled access;Disabled toilet,pub: 83;food: 53;staff: 48;good: 48;youngs: 44;one: 42;great: 37;place: 34;outside: 31;beer: 31;river: 31;views: 28;get: 27;even: 25;like: 25,1498830879,51.5082624133648,-0.102052684014399,Founders Arms,[],Blackfriars;Southwark;Mansion House,Bermondsey and Old Southwark,SE1 9JH,513,http://www.beerintheevening.com/pubs/s/51/513/Founders_Arms/Bankside,
164,"185, Fore St, London, EC2Y 5EJ",Coleman Street,7.0,5.0,,one: 5;barbican: 5;bad: 4;views: 4;location: 4;area: 3;bar: 3;beer: 2;wood: 2;place: 2;go: 2;necessary: 2;well: 2;etc: 2;concrete: 2,1498830879,51.5179434470499,-0.0901770245841965,The Crowders Well,[],Moorgate;Bank;Liverpool Street,Cities of London and Westminster,EC2Y 5EJ,6295,http://www.beerintheevening.com/pubs/s/62/6295/Crowders_Well/Barbican,
165,"5 Old Jewry, London, EC2R 8DU",Walbrook,,,TV;Dartboard,bar: 6;pub: 5;darts: 4;landlord: 3;us: 3;champ: 2;years: 2;food: 2;called: 2;board: 2;browns: 2;used: 2;still: 2;sue: 2;old: 2,1498830879,51.5143913829447,-0.0907291496213222,The Toucan and Three Crowns,[],Bank;Cannon Street;Mansion House,Cities of London and Westminster,EC2R 8DU,1213,http://www.beerintheevening.com/pubs/s/12/1213/Toucan_and_Three_Crowns/Bank,
166,"27a Throgmorton Street, London, EC2N 2AN",Broad Street,10.0,7.4,Food served,bar: 10;place: 8;city: 6;one: 5;room: 5;good: 5;quite: 4;staircase: 3;reasonably: 3;beer: 3;behind: 3;spiral: 3;side: 3;mosaic: 3;small: 3,1498830879,51.5149630461705,-0.0860787761433638,Throgmorton's,[],Bank;Liverpool Street;Moorgate,Cities of London and Westminster,EC2N 2AN,28551,http://www.beerintheevening.com/pubs/s/28/28551/Throgmortons/Bank,
167,"77-80 Gracechurch Street, London, EC3V 0AS",Langbourn,,,Fruit machines;Food served;Real ale,pub: 44;bar: 30;city: 24;excellent: 21;beer: 19;great: 18;good: 18;one: 17;fullers: 16;well: 15;upstairs: 14;downstairs: 13;pride: 12;pint: 12;best: 11,1498830879,51.512332530967,-0.0846901999004833,The Swan,[],Monument;Bank;Cannon Street,Cities of London and Westminster,EC3V 0AS,5784,http://www.beerintheevening.com/pubs/s/57/5784/Swan/Bank,
168,"156 Colney Hatch Lane, Barnet, London, N10 1ER",Alexandra,,,Sky TV;Big screen;Quiz machines;Wireless internet access,pub: 18;much: 8;staff: 8;good: 8;sport: 6;would: 6;last: 6;ales: 6;go: 6;one: 5;bad: 5;king: 5;hill: 5;customers: 5;muswell: 5,1498830880,51.5991337516386,-0.146637890986394,The Minstrel Boy,[],,Hornsey and Wood Green,N10 1ER,32512,http://www.beerintheevening.com/pubs/s/32/32512/Minstrel_Boy/Barnet,
169,"44, Barnsbury St, London, N1 1ER",Barnsbury,26.0,5.8,Food served;Real ale,pub: 23;food: 22;good: 12;staff: 12;place: 10;nice: 8;great: 7;beer: 7;back: 7;go: 7;menu: 6;friendly: 6;enough: 6;albion: 5;bar: 5,1498830880,51.5405560570588,-0.108265856382717,The Drapers Arms,[],Highbury and Islington;Angel;Caledonian Road,Islington South and Finsbury,N1 1ER,3126,http://www.beerintheevening.com/pubs/s/31/3126/Drapers_Arms/Barnsbury,
170,"10 Thornhill Road, Barnsbury, Islington, London, N1 1HW",Barnsbury,82.0,5.1,Food served;Sunday roast;Gluten free meals available;Real ale;Cocktails;Outside seating;Dogs allowed;Children allowed;Credit cards accepted;Wireless internet access;Disabled access;Disabled toilet,pub: 86;food: 59;staff: 47;place: 44;garden: 40;like: 36;great: 34;one: 30;service: 28;beer: 28;good: 28;nice: 25;albion: 25;bar: 21;want: 21,1498830880,51.5396043341314,-0.109473377130524,The Albion,[],Highbury and Islington;Angel;Caledonian Road,Islington South and Finsbury,N1 1HW,3942,http://www.beerintheevening.com/pubs/s/39/3942/Albion/Barnsbury,http://www.the-albion.co.uk
171,"73 White Hart Lane, Barnes, London, SW13 0PW",Mortlake and Barnes Common,,,Food served;Cocktails;Outside seating,food: 15;place: 11;pub: 11;great: 10;staff: 9;atmosphere: 8;garden: 7;friendly: 7;restaurant: 6;back: 6;like: 5;good: 5;time: 5;would: 5;beer: 4,1498830880,51.4684176893126,-0.25433671446925,The TreeHouse,[],,Richmond Park,SW13 0PW,7279,http://www.beerintheevening.com/pubs/s/72/7279/TreeHouse/Barnes,
172,"The Terrace, Barnes, London, SW13 0NR",Mortlake and Barnes Common,,,Quiz night;Live music;TV;Sky TV;Big screen;Fruit machines;Quiz machines;Food served;Sunday roast;Real ale;Riverside location;Outside seating;Dogs allowed;Credit cards accepted;Cash machine;Function room for hire;Wireless internet access;Coach parties welcome,pub: 52;great: 37;good: 35;food: 24;really: 22;place: 22;bar: 20;staff: 20;location: 20;river: 18;youngs: 18;service: 18;one: 14;prices: 13;pubs: 13,1498830880,51.4713437147931,-0.254570598261647,Ye White Hart,[],,Richmond Park,SW13 0NR,237,http://www.beerintheevening.com/pubs/s/23/237/Ye_White_Hart/Barnes,
