,address,bite_number_ratings,bite_user_rating,facilities,last_scraped,name,nearby_train_stations,nearby_tube_stations,source_pub_id,source_url,website
660,"Landor Road, London, SW9 9PE",10.0,6.9,[''],1498830942,Cafe Cairo,[],"[{'distance': '0.2 miles', 'name': 'Clapham North'}, {'distance': '0.5 miles', 'name': 'Stockwell'}, {'distance': '0.5 miles', 'name': 'Brixton'}]",3558,http://www.beerintheevening.com/pubs/s/35/3558/Cafe_Cairo/Clapham_North,
661,"15-16 Lendal Terrace, Clapham North, London, SW4 7UX",,,['Late licence'],1498830942,Arch 635,[],"[{'distance': '0 miles', 'name': 'Clapham North'}, {'distance': '0.4 miles', 'name': 'Clapham Common'}, {'distance': '0.7 miles', 'name': 'Stockwell'}]",36,http://www.beerintheevening.com/pubs/show.shtml/36/Arch_635/Clapham_North,http://www.arch635.co.uk
662,"276-288 Lavender Hill, London, SW11 1LJ",,,"['Big screen', 'Wireless internet access (provided by The Cloud)']",1498830942,Yates's,[],[],983,http://www.beerintheevening.com/pubs/s/98/983/Yatess/Clapham_Junction,
663,"2 Northcote Road, London, SW11 1NT",,,"['TV', 'Sky TV', 'Big screen', 'Fruit machines', 'Food served', 'Real ale']",1498830943,The Northcote,[],[],8109,http://www.beerintheevening.com/pubs/s/81/8109/Northcote/Clapham_Junction,
664,"89 St. John's Hill, London, SW11 1SY",19.0,2.7,[''],1498830943,The Plough,[],[],11707,http://www.beerintheevening.com/pubs/s/11/11707/Plough/Clapham_Junction,
665,"36 St Johns Hill, London, SW11 1SA",,,"['Sky TV', 'Big screen', 'Fruit machines', 'Outside seating']",1498830943,The Windsor Castle,[],[],86,http://www.beerintheevening.com/pubs/show.shtml/86/Windsor_Castle/Clapham_Junction,
666,"4, St. Johns Hill, London, SW11 1RU",19.0,3.8,"['Sky TV', 'Food served']",1498830943,The Slug and Lettuce,[],[],20905,http://www.beerintheevening.com/pubs/s/20/20905/Slug_and_Lettuce/Clapham_Junction,
667,"82 Leather Lane, Clerkenwell, London, EC1N 7TR",18.0,7.3,[''],1498830943,The Clockhouse,[],"[{'distance': '0.2 miles', 'name': 'Farringdon'}, {'distance': '0.2 miles', 'name': 'Chancery Lane'}, {'distance': '0.5 miles', 'name': 'Barbican'}]",15787,http://www.beerintheevening.com/pubs/s/15/15787/Clockhouse/Clerkenwell,
668,"28 Farringdon Lane, Clerkenwell, London, EC1R 3AU",31.0,6.1,"['Food served', 'Real ale', 'Function room for hire']",1498830943,The City Pride,[],"[{'distance': '0.2 miles', 'name': 'Farringdon'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Barbican'}]",12234,http://www.beerintheevening.com/pubs/s/12/12234/City_Pride/Clerkenwell,
669,"26-28, Ray St, London, EC1R 3DJ",23.0,5.0,"['Food served', 'Real ale', 'Function room for hire']",1498830943,The Coach and Horses,[],"[{'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}, {'distance': '0.6 miles', 'name': 'Barbican'}]",5248,http://www.beerintheevening.com/pubs/s/52/5248/Coach_and_Horses/Clerkenwell,
670,"125 Central Street, Clerkenwell, London, EC1V 8AP",,,[''],1498830945,The Bull's Head,[],"[{'distance': '0.5 miles', 'name': 'Old Street'}, {'distance': '0.5 miles', 'name': 'Angel'}, {'distance': '0.5 miles', 'name': 'Barbican'}]",40081,http://www.beerintheevening.com/pubs/s/40/40081/Bulls_Head/Clerkenwell,
671,"11-13 Exmouth Market, Clerkenwell, London, EC1R 4QD",,,[''],1498830945,Caravan,[],"[{'distance': '0.4 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Chancery Lane'}, {'distance': '0.5 miles', 'name': 'Angel'}]",45637,http://www.beerintheevening.com/pubs/s/45/45637/Caravan/Clerkenwell,
672,"94, Ironmonger Row, London, EC1V 3QR",,,"['Live music', 'TV', 'Fruit machines', 'Food served', 'Real ale']",1498830945,The Britannia,[],"[{'distance': '0.3 miles', 'name': 'Old Street'}, {'distance': '0.5 miles', 'name': 'Barbican'}, {'distance': '0.7 miles', 'name': 'Moorgate'}]",25646,http://www.beerintheevening.com/pubs/s/25/25646/Britannia/Clerkenwell,
673,"19 Greville Street, Clerkenwell, London, EC1N 8SQ",29.0,4.6,"['Food served', 'Real ale']",1498830947,The Bleeding Heart,[],"[{'distance': '0.1 miles', 'name': 'Farringdon'}, {'distance': '0.2 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Barbican'}]",2301,http://www.beerintheevening.com/pubs/s/23/2301/Bleeding_Heart/Clerkenwell,
674,"45 Mount Pleasant, London, WC1X 0AE",26.0,4.9,"['Live music', 'Food served', 'Wireless internet access (provided by The Cloud)']",1498830947,The Apple Tree,[],"[{'distance': '0.4 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Farringdon'}, {'distance': '0.6 miles', 'name': 'Russell Square'}]",2377,http://www.beerintheevening.com/pubs/s/23/2377/Apple_Tree/Clerkenwell,
675,"32 Bowling Green Lane, Clerkenwell, London, EC1R 0BJ",13.0,5.8,"['TV', 'Big screen', 'Food served', 'Real ale', 'Cocktails', 'Outside seating', 'Dogs allowed', 'Credit cards accepted', 'Wireless internet access', 'Disabled access', 'Disabled toilet']",1498830947,The Bowler Pub and Kitchen,[],"[{'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Chancery Lane'}, {'distance': '0.6 miles', 'name': 'Barbican'}]",26213,http://www.beerintheevening.com/pubs/s/26/26213/Bowler_Pub_and_Kitchen/Clerkenwell,http://www.bowlerclerkenwell.co.uk
676,"240 St John Street, London, EC1V 4PH",41.0,7.0,['Food served'],1498830947,The Peasant,[],"[{'distance': '0.4 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Angel'}, {'distance': '0.5 miles', 'name': 'Barbican'}]",15693,http://www.beerintheevening.com/pubs/s/15/15693/Peasant/Clerkenwell,
677,"57-59 Charterhouse street, Clerkenwell, London, London, EC1M 6HA",4.0,5.5,"['Food served', 'Cocktails', 'Credit cards accepted', 'Function room for hire', 'Air conditioning', 'Disabled access', 'Disabled toilet']",1498830947,Beduin Bar,[],"[{'distance': '0.1 miles', 'name': 'Farringdon'}, {'distance': '0.3 miles', 'name': 'Barbican'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}]",36478,http://www.beerintheevening.com/pubs/s/36/36478/Beduin_Bar/Clerkenwell,http://www.beduin-london.co.uk
678,"1, Pakenham St, London, WC1X 0LA",,,"['TV', 'Big screen', 'Jukebox', 'Dartboard', 'Food served', 'Real ale', 'Outside seating']",1498830947,The Pakenham Arms,[],"[{'distance': '0.5 miles', 'name': 'Russell Square'}, {'distance': '0.5 miles', 'name': 'Chancery Lane'}, {'distance': '0.6 miles', 'name': 'Farringdon'}]",2332,http://www.beerintheevening.com/pubs/s/23/2332/Pakenham_Arms/Clerkenwell,
679,"8 Tysoe Street, London, EC1R 4RQ",41.0,6.9,[''],1498830947,The Old China Hand,[],"[{'distance': '0.4 miles', 'name': 'Angel'}, {'distance': '0.5 miles', 'name': 'Farringdon'}, {'distance': '0.6 miles', 'name': 'Chancery Lane'}]",1360,http://www.beerintheevening.com/pubs/s/13/1360/Old_China_Hand/Clerkenwell,
680,"166 Goswell Road, London, EC1V 7DT",,,"['TV', 'Dartboard', 'Fruit machines', 'Real ale']",1498830948,The Old Ivy House,[],"[{'distance': '0.4 miles', 'name': 'Barbican'}, {'distance': '0.5 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Angel'}]",2916,http://www.beerintheevening.com/pubs/s/29/2916/Old_Ivy_House/Clerkenwell,
681,"56 Farringdon Road, London, EC1R 3BL",53.0,6.6,"['Live music', 'Food served', 'Real ale', 'Function room for hire']",1498830948,The Betsey Trotwood,[],"[{'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}, {'distance': '0.5 miles', 'name': 'Barbican'}]",8452,http://www.beerintheevening.com/pubs/s/84/8452/Betsey_Trotwood/Clerkenwell,
682,"55 Britton Street, Clerkenwell, London, EC1M 5UQ",,,"['Food served', 'Real ale']",1498830948,The Jerusalem Tavern,[],"[{'distance': '0.1 miles', 'name': 'Farringdon'}, {'distance': '0.3 miles', 'name': 'Barbican'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}]",1660,http://www.beerintheevening.com/pubs/s/16/1660/Jerusalem_Tavern/Clerkenwell,
683,"2 Clerkenwell Road, Clerkenwell, London, EC1M 5PQ",,,[''],1498830948,Hat and Feathers,[],"[{'distance': '0.2 miles', 'name': 'Barbican'}, {'distance': '0.4 miles', 'name': 'Farringdon'}, {'distance': '0.6 miles', 'name': 'Old Street'}]",31879,http://www.beerintheevening.com/pubs/s/31/31879/Hat_and_Feathers/Clerkenwell,
684,"42 Northampton Road, Clerkenwell, London, EC1R 0HU",6.0,7.5,"['Food served', 'Cocktails']",1498830948,Leonards / Square Circle,[],"[{'distance': '0.4 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Angel'}, {'distance': '0.6 miles', 'name': 'Chancery Lane'}]",15523,http://www.beerintheevening.com/pubs/s/15/15523/Leonards_Square_Circle/Clerkenwell,
685,"11a, Northington Street, London, WC1N 2JF",,,"['Sky TV', 'Jukebox', 'Fruit machines', 'Food served', 'Real ale']",1498830948,The Kings Arms,[],"[{'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Holborn'}, {'distance': '0.5 miles', 'name': 'Russell Square'}]",20555,http://www.beerintheevening.com/pubs/s/20/20555/Kings_Arms/Clerkenwell,
686,"24 Clerkenwell Close, London, EC1R 0AG",27.0,6.3,"['Quiz night (Book your company Quiz Night at the Horseshoe and use our Function Room for Free)', 'Live music (Thurs Folk Club And the First Monday of the Month is Greek Music Night)', 'TV (Three Large TVs in Bar for Sports)', 'Sky TV (Yes to Sky Sports (No ESPN))', 'Jukebox (11 plays only �2', '00)', 'Dartboard (6 Dart Board for Comps)', 'Fruit machines (�35. Jackpot)', 'Bar billiards (Great Fun Game)', 'Food served (Lunch Time Full Menu & Eveng Pizzas & Burgers)', 'Real ale (TWO GOOD REAL ALWAYS ON)', 'Outside seating (Very nice Beer Garden)', 'Cash machine (For Customers)', 'Smoking area (Covered Smoking Area in Beer Garden)', 'Function room for hire (Priate Parties & Darts Compitions)']",1498830948,The Horseshoe,[],"[{'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Chancery Lane'}, {'distance': '0.5 miles', 'name': 'Barbican'}]",29428,http://www.beerintheevening.com/pubs/s/29/29428/Horseshoe/Clerkenwell,
687,"3 Hatton Wall, Clerkenwell, London, EC1N 8HX",,,[''],1498830949,The Hat and Tun,[],"[{'distance': '0.2 miles', 'name': 'Farringdon'}, {'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.5 miles', 'name': 'Barbican'}]",35104,http://www.beerintheevening.com/pubs/s/35/35104/Hat_and_Tun/Clerkenwell,
688,"189, Edgware Rd, London, NW9 6LP",8.0,3.5,[''],1498830949,Erin's Hope,[],[],15674,http://www.beerintheevening.com/pubs/s/15/15674/Erins_Hope/Colindale,
689,"40 Charterhouse Street, London, EC1M 6JN",11.0,4.3,[''],1498830949,Fluid,[],"[{'distance': '0.1 miles', 'name': 'Barbican'}, {'distance': '0.2 miles', 'name': 'Farringdon'}, {'distance': '0.4 miles', 'name': 'St. Pauls'}]",25476,http://www.beerintheevening.com/pubs/s/25/25476/Fluid/Clerkenwell,
690,"29 Clerkenwell Green, Clerkenwell, London, EC1R 0DU",27.0,6.0,"['Jukebox', 'Food served', 'Sunday roast']",1498830949,The Green,[],"[{'distance': '0.2 miles', 'name': 'Farringdon'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Barbican'}]",17689,http://www.beerintheevening.com/pubs/s/17/17689/Green/Clerkenwell,
691,"13 Eyre Street Hill, Clerkenwell, London, EC1R 5ET",116.0,7.1,['Function room for hire'],1498830950,The Gunmakers,[],"[{'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.6 miles', 'name': 'Holborn'}]",11582,http://www.beerintheevening.com/pubs/s/11/11582/Gunmakers/Clerkenwell,
692,"27 Coldharbour, Docklands/Isle of Dogs, London, E14 9NS",62.0,6.3,"['Live music (Live jazz on some weekends)', 'Food served', 'Sunday roast', 'Real ale', 'Riverside location', 'Outside seating (Terrace and grassed area by river)', ""Children allowed (Baby changing facilities   highchairs and children's menu available)"", 'Late licence', 'Credit cards accepted (All bar diners)', 'Function room for hire (2 private rooms available for high)', 'Disabled access', 'Disabled toilet']",1498830950,The Gun,[],"[{'distance': '0.5 miles', 'name': 'North Greenwich'}, {'distance': '0.6 miles', 'name': 'Canary Wharf'}]",6391,http://www.beerintheevening.com/pubs/s/63/6391/Gun/Coldharbour,
693,"180 St Johns Street, London, EC1V 4JY",16.0,5.2,"['Food served', 'Cocktails', 'Outside seating']",1498830950,The Well,[],"[{'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.4 miles', 'name': 'Barbican'}, {'distance': '0.6 miles', 'name': 'Angel'}]",21736,http://www.beerintheevening.com/pubs/s/21/21736/Well/Clerkenwell,
694,"52, Lloyd Baker St, London, WC1X 9AA",,,['Big screen'],1498830950,The Union Tavern,[],"[{'distance': '0.5 miles', 'name': 'Angel'}, {'distance': '0.6 miles', 'name': ""King's Cross St. Pancras""}, {'distance': '0.6 miles', 'name': 'Russell Square'}]",600,http://www.beerintheevening.com/pubs/s/60/600/Union_Tavern/Clerkenwell,
695,"37, Central St, London, EC1V 8AB",14.0,7.6,[''],1498830950,The White Lion,[],"[{'distance': '0.4 miles', 'name': 'Barbican'}, {'distance': '0.4 miles', 'name': 'Old Street'}, {'distance': '0.6 miles', 'name': 'Farringdon'}]",25721,http://www.beerintheevening.com/pubs/s/25/25721/White_Lion/Clerkenwell,
696,"63-65, The Hyde, London, NW9 6LE",10.0,3.6,['Live music'],1498830951,The Glen,[],[],1714,http://www.beerintheevening.com/pubs/s/17/1714/Glen/Colindale,
697,"7, Clerkenwell Close, London, EC1R 0DY",,,['Real ale'],1498830951,The Three Kings,[],"[{'distance': '0.2 miles', 'name': 'Farringdon'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Barbican'}]",1792,http://www.beerintheevening.com/pubs/s/17/1792/Three_Kings/Clerkenwell,
698,"16, Great Sutton St, London, EC1V 0DH",,,"['TV', 'Big screen', 'Quiz machines (multi)', 'Food served', 'Real ale', 'Outside seating', 'Credit cards accepted']",1498830951,The Sutton Arms,[],"[{'distance': '0.2 miles', 'name': 'Barbican'}, {'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.6 miles', 'name': 'Chancery Lane'}]",5043,http://www.beerintheevening.com/pubs/s/50/5043/Sutton_Arms/Clerkenwell,
699,"34-35 Great Sutton Street, Clerkenwell, London, EC1V 0DX",,,"['TV', 'Real ale']",1498830951,The Slaughtered Lamb,[],"[{'distance': '0.3 miles', 'name': 'Barbican'}, {'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.6 miles', 'name': 'Chancery Lane'}]",15185,http://www.beerintheevening.com/pubs/s/15/15185/Slaughtered_Lamb/Clerkenwell,
700,"55 Grays Inn Road, Clerkenwell, London, WC1X 8PP",,,[''],1498830951,THQ,[],"[{'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Farringdon'}, {'distance': '0.4 miles', 'name': 'Holborn'}]",39150,http://www.beerintheevening.com/pubs/s/39/39150/THQ/Clerkenwell,
701,"46 Percival Street, London, EC1V 0HS",2.0,7.5,['Food served'],1498830951,Shakespeare's Wine Bar and Restaurant,[],"[{'distance': '0.5 miles', 'name': 'Barbican'}, {'distance': '0.5 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Angel'}]",28185,http://www.beerintheevening.com/pubs/s/28/28185/Shakespeares_Wine_Bar_and_Restaurant/Clerkenwell,
702,"2 Goswell Road, Clerkenwell, London, EC1M 7AA",,,"['Sky TV', 'Big screen', 'Pool table', 'Fruit machines', 'Quiz machines', 'Food served', 'Real ale', 'Outside seating']",1498830952,The Shakespeare,[],"[{'distance': '0.2 miles', 'name': 'Barbican'}, {'distance': '0.4 miles', 'name': 'Farringdon'}, {'distance': '0.5 miles', 'name': 'Moorgate'}]",7338,http://www.beerintheevening.com/pubs/s/73/7338/Shakespeare/Clerkenwell,
703,"34 Sekforde Street, London, EC1R 0HA",98.0,7.1,"['Food served', 'Real ale']",1498830952,The Sekforde Arms,[],"[{'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.4 miles', 'name': 'Barbican'}, {'distance': '0.5 miles', 'name': 'Chancery Lane'}]",8164,http://www.beerintheevening.com/pubs/s/81/8164/Sekforde_Arms/Clerkenwell,
704,"20 Bedford Street, London, WC2E 9HP",,,[''],1498830952,The Bok Bar,[],"[{'distance': '0.1 miles', 'name': 'Leicester Square'}, {'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Charing Cross'}]",2145,http://www.beerintheevening.com/pubs/s/21/2145/Bok_Bar/Covent_Garden,
705,"13- 14 Maiden Lane, London, WC2E 7NA",3.0,7.3,[''],1498830953,Bar Aquda,[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Charing Cross'}, {'distance': '0.2 miles', 'name': 'Embankment'}]",31175,http://www.beerintheevening.com/pubs/s/31/31175/Bar_Aquda/Covent_Garden,
706,"19 Henrietta Street, London, WC2E 8QH",25.0,2.0,[''],1498830953,All Bar One,[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.2 miles', 'name': 'Charing Cross'}]",26069,http://www.beerintheevening.com/pubs/s/26/26069/All_Bar_One/Covent_Garden,
707,"12-14, Christchurch Rd, London, SW19 2NX",15.0,4.6,[''],1498830953,Venus,[],"[{'distance': '0 miles', 'name': 'Colliers Wood'}, {'distance': '0.7 miles', 'name': 'South Wimbledon'}, {'distance': '0.8 miles', 'name': 'Tooting Broadway'}]",3586,http://www.beerintheevening.com/pubs/s/35/3586/Venus/Colliers_Wood,
708,"9 Russell Street, London, WC2B 5HZ",,,"['Sky TV', 'Food served', 'Cocktails', 'Late licence (Midnight Monday - Saturday)']",1498830953,Belushis,[],"[{'distance': '0.1 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Leicester Square'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",6142,http://www.beerintheevening.com/pubs/s/61/6142/Belushis/Covent_Garden,
709,"180 High Street, Colliers Wood, London, SW19 2BN",26.0,5.1,"['Sky TV', 'Jukebox']",1498830953,The Royal Standard,[],"[{'distance': '0 miles', 'name': 'Colliers Wood'}, {'distance': '0.7 miles', 'name': 'South Wimbledon'}, {'distance': '0.8 miles', 'name': 'Tooting Broadway'}]",6043,http://www.beerintheevening.com/pubs/s/60/6043/Royal_Standard/Colliers_Wood,
710,"222 High Street, Colliers Wood, London, SW19 2BH",,,"['Food served', 'Sunday roast', 'Cocktails', 'Outside seating']",1498830953,The Riverside,[],"[{'distance': '0.1 miles', 'name': 'Colliers Wood'}, {'distance': '0.6 miles', 'name': 'South Wimbledon'}, {'distance': '0.9 miles', 'name': 'Tooting Broadway'}]",3754,http://www.beerintheevening.com/pubs/s/37/3754/Riverside/Colliers_Wood,
711,"23, Wellington St, London, WC2E 7DA",,,['Cocktails'],1498830954,B@1 (Be At One),[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Temple'}, {'distance': '0.3 miles', 'name': 'Embankment'}]",1010,http://www.beerintheevening.com/pubs/s/10/1010/B_1_Be_At_One_/Covent_Garden,
712,"1a Shorts Gardens, London, WC2H 9AT",2.0,6.5,[''],1498830954,Blend,[],"[{'distance': '0.1 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.3 miles', 'name': 'Tottenham Court Road'}]",14478,http://www.beerintheevening.com/pubs/s/14/14478/Blend/Covent_Garden,
713,"19 Henrietta Street, Covent Garden, London, WC2E 9ET",,,[''],1498830954,All Bar One,[],"[{'distance': '0.1 miles', 'name': 'Leicester Square'}, {'distance': '0.1 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",44401,http://www.beerintheevening.com/pubs/s/44/44401/All_Bar_One/Covent_Garden,
714,"336 Western Road, Mitcham, London, SW19 2QA",2.0,4.5,[''],1498830954,The Prince of Wales,[],"[{'distance': '0.4 miles', 'name': 'Colliers Wood'}, {'distance': '0.8 miles', 'name': 'South Wimbledon'}]",2967,http://www.beerintheevening.com/pubs/s/29/2967/Prince_of_Wales/Colliers_Wood,
715,"Burleigh Street, Covent Garden, London, WC2R 0JJ",,,[''],1498830955,Hops!,[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Embankment'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",696,http://www.beerintheevening.com/pubs/s/69/696/Hops_/Covent_Garden,
716,"186a, High St, Colliers Wood, London, SW19 2BN",43.0,6.6,[''],1498830955,Rehab,[],"[{'distance': '0 miles', 'name': 'Colliers Wood'}, {'distance': '0.7 miles', 'name': 'South Wimbledon'}, {'distance': '0.8 miles', 'name': 'Tooting Broadway'}]",3649,http://www.beerintheevening.com/pubs/s/36/3649/Rehab/Colliers_Wood,
717,"5/6 Henrietta Street, London, WC2E 8PS",,,['Food served'],1498830955,Henry's Cafe Bar,[],"[{'distance': '0.1 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",903,http://www.beerintheevening.com/pubs/s/90/903/Henrys_Cafe_Bar/Covent_Garden,
718,"Corner Piazza/Russell Street, Covent Garden, London, WC2B 5HZ",,,[''],1498830955,retoxbar,[],"[{'distance': '0.1 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Leicester Square'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",814,http://www.beerintheevening.com/pubs/s/81/814/retoxbar/Covent_Garden,
719,"47 Chandos Place, Covent Garden, London, WC2N 4HS",,,"['Food served', 'Real ale', 'Wireless internet access']",1498830955,The Harp,[],"[{'distance': '0.1 miles', 'name': 'Charing Cross'}, {'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.2 miles', 'name': 'Embankment'}]",924,http://www.beerintheevening.com/pubs/s/92/924/Harp/Covent_Garden,http://www.harpcoventgarden.com
720,"54, St. Martins Lane, London, WC2N 4EA",,,"['TV', 'Jukebox', 'Quiz machines (multi)', 'Real ale', 'Outside seating', 'Wireless internet access (provided by The Cloud)']",1498830955,The Green Man and French Horn,[],"[{'distance': '0.1 miles', 'name': 'Leicester Square'}, {'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Charing Cross'}]",6374,http://www.beerintheevening.com/pubs/s/63/6374/Green_Man_and_French_Horn/Covent_Garden,
721,"Jubilee Hall, The Piazza, London, WC2E 8BE",,,"['Live music (from 11pm)', 'Food served', 'Cocktails', 'Late licence', 'Credit cards accepted']",1498830955,The Roadhouse,[],"[{'distance': '0.1 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",3481,http://www.beerintheevening.com/pubs/s/34/3481/Roadhouse/Covent_Garden,
722,"1 Garrick Street, Covent Garden, London, WC2E 9AR",,,"['TV', 'Food served']",1498830955,The Roundhouse,[],"[{'distance': '0.1 miles', 'name': 'Leicester Square'}, {'distance': '0.1 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",2008,http://www.beerintheevening.com/pubs/s/20/2008/Roundhouse/Covent_Garden,
723,"48 Whitcomb Street, London, WC2H 7HA",,,"['Jukebox', 'Fruit machines', 'Quiz machines (itbox)', 'Real ale']",1498830955,The Hand and Racquet,[],"[{'distance': '0.2 miles', 'name': 'Piccadilly Circus'}, {'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",21686,http://www.beerintheevening.com/pubs/s/21/21686/Hand_and_Racquet/Covent_Garden,
724,"37, Bow St, London, WC2E 7AU",,,"['TV', 'Food served', 'Real ale', 'Outside seating', 'Function room for hire', 'Air conditioning']",1498830955,The Globe,[],"[{'distance': '0.1 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Holborn'}, {'distance': '0.3 miles', 'name': 'Leicester Square'}]",5173,http://www.beerintheevening.com/pubs/s/51/5173/Globe/Covent_Garden,
725,"40 The Market, The Piazza, Covent Garden, London, WC2E 8RF",,,['Quiz machines (Millionaire)'],1498830955,The Punch And Judy,[],"[{'distance': '0.1 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.3 miles', 'name': 'Charing Cross'}]",582,http://www.beerintheevening.com/pubs/s/58/582/Punch_And_Judy/Covent_Garden,
726,"150-151 Drury Lane, Covent Garden, London, WC2B 5TB",,,"['Food served', 'Real ale']",1498830955,Prince Of Wales,[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Holborn'}, {'distance': '0.4 miles', 'name': 'Leicester Square'}]",5924,http://www.beerintheevening.com/pubs/s/59/5924/Prince_Of_Wales/Covent_Garden,
727,"21-22 Maiden Lane, London, WC2E 7NA",,,"['Live music (in the evenings)', 'Food served', 'Disabled access', 'Disabled toilet']",1498830956,The Porterhouse,[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Charing Cross'}, {'distance': '0.2 miles', 'name': 'Embankment'}]",366,http://www.beerintheevening.com/pubs/s/36/366/Porterhouse/Covent_Garden,
728,"23, Catherine St, London, WC2B 5JS",,,"['TV', 'Food served', 'Real ale']",1498830956,The Opera Tavern,[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Temple'}, {'distance': '0.4 miles', 'name': 'Holborn'}]",1515,http://www.beerintheevening.com/pubs/s/15/1515/Opera_Tavern/Covent_Garden,
729,"29 Catherine Street, London, WC2B 5JS",,,['Real ale'],1498830956,Nell of Old Drury,[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Temple'}, {'distance': '0.4 miles', 'name': 'Holborn'}]",525,http://www.beerintheevening.com/pubs/s/52/525/Nell_of_Old_Drury/Covent_Garden,
730,"15 Henrietta Street, London, WC2E 8QG",,,"['Food served', 'Cocktails', 'Credit cards accepted']",1498830956,Porter's Bar,[],"[{'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.2 miles', 'name': 'Charing Cross'}]",7043,http://www.beerintheevening.com/pubs/s/70/7043/Porters_Bar/Covent_Garden,
