,address,admin_ward,bite_number_ratings,bite_user_rating,facilities,last_scraped,latitude,longitude,name,nearby_train_stations,nearby_tube_stations,parliamentary_constituency,postcode,source_pub_id,source_url,website
341,"125, Great Suffolk St, London, SE1 1PQ",Cathedrals,,,['Food served (Thai/Oriental)'],1498830897,51.5007575429622,-0.0978547418449891,The Townhouse,[],"[{'name': 'Borough', 'distance': '0.2 miles'}, {'name': 'Southwark', 'distance': '0.4 miles'}, {'name': 'Elephant and Castle', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1PQ,2423,http://www.beerintheevening.com/pubs/s/24/2423/Townhouse/Borough,
342,"121, Borough High St, Borough, London, SE1 1NP",Chaucer,,,"['Sky TV', 'Big screen', 'Pool table (One)', 'Late licence']",1498830897,51.5036066997294,-0.0911223311392837,St Christopher's Inn,[],"[{'name': 'Borough', 'distance': '0.2 miles'}, {'name': 'London Bridge', 'distance': '0.2 miles'}, {'name': 'Cannon Street', 'distance': '0.6 miles'}]",Bermondsey and Old Southwark,SE1 1NP,2286,http://www.beerintheevening.com/pubs/s/22/2286/St_Christophers_Inn/Borough,
343,"32, Borough High St, London, SE1 1XU",Cathedrals,,,['Food served'],1498830897,51.5044904989198,-0.0907251621918491,The Slug and Lettuce,[],"[{'name': 'London Bridge', 'distance': '0.2 miles'}, {'name': 'Borough', 'distance': '0.3 miles'}, {'name': 'Cannon Street', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1XU,6371,http://www.beerintheevening.com/pubs/s/63/6371/Slug_and_Lettuce/Borough,
344,"50, Great Dover St, London, SE1 4YG",Chaucer,44.0,7.1,"['Quiz night', 'Food served', 'Sunday roast']",1498830897,51.4981687939027,-0.0907300280559989,The Roebuck,[],"[{'name': 'Borough', 'distance': '0.3 miles'}, {'name': 'Elephant and Castle', 'distance': '0.5 miles'}, {'name': 'London Bridge', 'distance': '0.6 miles'}]",Bermondsey and Old Southwark,SE1 4YG,2498,http://www.beerintheevening.com/pubs/s/24/2498/Roebuck/Borough,
345,"44 Tabard Street, Borough, London, SE1 4JU",Chaucer,,,"['Food served', 'Real ale']",1498830898,51.5004769845516,-0.0916565365051495,The Royal Oak,[],"[{'name': 'Borough', 'distance': '0.1 miles'}, {'name': 'London Bridge', 'distance': '0.4 miles'}, {'name': 'Elephant and Castle', 'distance': '0.6 miles'}]",Bermondsey and Old Southwark,SE1 4JU,2814,http://www.beerintheevening.com/pubs/s/28/2814/Royal_Oak/Borough,
346,"Kings Head Yard, 45-49, Borough High St, London, SE1 1NA",Chaucer,,,"['Sky TV', 'Big screen', 'Pool table (In function room upstairs)', 'Dartboard', 'Quiz machines (Millionaire)', 'Food served']",1498830898,51.5046323205947,-0.0894944340816552,The Old Kings Head,[],"[{'name': 'London Bridge', 'distance': '0.2 miles'}, {'name': 'Borough', 'distance': '0.3 miles'}, {'name': 'Monument', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1NA,1072,http://www.beerintheevening.com/pubs/s/10/1072/Old_Kings_Head/Borough,
347,"68, Borough Rd, Southwark, London, SE1 1DX",Cathedrals,48.0,6.3,"['Big screen', 'Food served', 'Outside seating', 'Function room for hire']",1498830898,51.4995008187659,-0.096884115344841,The Ship,[],"[{'name': 'Borough', 'distance': '0.2 miles'}, {'name': 'Elephant and Castle', 'distance': '0.4 miles'}, {'name': 'Southwark', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1DX,3570,http://www.beerintheevening.com/pubs/s/35/3570/Ship/Borough,
348,"280 Borough High Street, London, SE1 1JS",Cathedrals,16.0,5.9,"['Sky TV', 'Food served']",1498830898,51.5001397697677,-0.0958057150991446,Ruse,[],"[{'name': 'Borough', 'distance': '0.1 miles'}, {'name': 'Elephant and Castle', 'distance': '0.5 miles'}, {'name': 'Southwark', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1JS,7584,http://www.beerintheevening.com/pubs/s/75/7584/Ruse/Borough,
349,"96 Snowsfields, London, SE1 3SS",Grange,15.0,5.7,"['Pool table', 'Food served', 'Real ale', 'Outside seating', 'Function room for hire']",1498830898,51.5020655164813,-0.0875989921861609,The Miller of Mansfield,[],"[{'name': 'London Bridge', 'distance': '0.2 miles'}, {'name': 'Borough', 'distance': '0.3 miles'}, {'name': 'Monument', 'distance': '0.7 miles'}]",Bermondsey and Old Southwark,SE1 3SS,20918,http://www.beerintheevening.com/pubs/s/20/20918/Miller_of_Mansfield/Borough,
350,"9 Stoney Street, Borough Market, London, SE1 9AA",Cathedrals,,,['Real ale'],1498830898,51.5051076733876,-0.0910740124345806,The Market Porter,[],"[{'name': 'London Bridge', 'distance': '0.2 miles'}, {'name': 'Borough', 'distance': '0.3 miles'}, {'name': 'Cannon Street', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 9AA,433,http://www.beerintheevening.com/pubs/s/43/433/Market_Porter/Borough,
351,"27 Clenham Street, Borough, London, SE1 1ER",Cathedrals,,,"['Sky TV', 'Food served', 'Real ale']",1498830898,51.5028359510034,-0.0957077327092352,The Lord Clyde,[],"[{'name': 'Borough', 'distance': '0.1 miles'}, {'name': 'Southwark', 'distance': '0.4 miles'}, {'name': 'London Bridge', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1ER,5373,http://www.beerintheevening.com/pubs/s/53/5373/Lord_Clyde/Borough,
352,"15, Leathermarket St, London, SE1 3HN",Grange,30.0,6.2,"['Food served', 'Real ale', 'Function room for hire']",1498830898,51.5003248334086,-0.0845309049443191,The Leather Exchange,[],"[{'name': 'London Bridge', 'distance': '0.4 miles'}, {'name': 'Borough', 'distance': '0.5 miles'}, {'name': 'Monument', 'distance': '0.8 miles'}]",Bermondsey and Old Southwark,SE1 3HN,1594,http://www.beerintheevening.com/pubs/s/15/1594/Leather_Exchange/Borough,
353,"Great Suffolk Street, Borough, London, SE1 1PQ",Cathedrals,,,[''],1498830898,51.5007575429622,-0.0978547418449891,The Libertine,[],"[{'name': 'Borough', 'distance': '0.2 miles'}, {'name': 'Southwark', 'distance': '0.4 miles'}, {'name': 'Elephant and Castle', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1PQ,39330,http://www.beerintheevening.com/pubs/s/39/39330/Libertine/Borough,
354,"65, Newcomen St, Borough, London, SE1 1YT",Chaucer,,,['TV'],1498830898,51.5027366533405,-0.091259551051765,Kings Arms,[],"[{'name': 'Borough', 'distance': '0.2 miles'}, {'name': 'London Bridge', 'distance': '0.3 miles'}, {'name': 'Cannon Street', 'distance': '0.6 miles'}]",Bermondsey and Old Southwark,SE1 1YT,2291,http://www.beerintheevening.com/pubs/s/22/2291/Kings_Arms/Borough,
355,"402, Old Ford Road, Bow, London, E3 5NR",Bow West,11.0,6.7,[''],1498830898,51.5344104079585,-0.0358208071624832,The Lord Morpeth,[],"[{'name': 'Mile End', 'distance': '0.7 miles'}, {'name': 'Bow Road', 'distance': '0.8 miles'}, {'name': 'Hackney Wick', 'distance': '0.8 miles'}]",Bethnal Green and Bow,E3 5NR,14801,http://www.beerintheevening.com/pubs/s/14/14801/Lord_Morpeth/Bow,
356,"112 Anglo Road, Bow, London, E3 5HD",Bow East,,,[''],1498830899,51.5321139669384,-0.0281194121118923,Lord Cardigan,[],"[{'name': 'Bow Road', 'distance': '0.4 miles'}, {'name': 'Mile End', 'distance': '0.6 miles'}, {'name': 'Hackney Wick', 'distance': '0.8 miles'}]",Bethnal Green and Bow,E3 5HD,40161,http://www.beerintheevening.com/pubs/s/40/40161/Lord_Cardigan/Bow,
357,"125 Bow Road, Bow, London, E3 2AN",Bow West,,,[''],1498830899,51.5277089654326,-0.0239270343636758,The Little Driver,[],"[{'name': 'Bow Road', 'distance': '0.1 miles'}, {'name': 'Mile End', 'distance': '0.5 miles'}, {'name': 'Bromley-by-Bow', 'distance': '0.6 miles'}]",Bethnal Green and Bow,E3 2AN,37555,http://www.beerintheevening.com/pubs/s/37/37555/Little_Driver/Bow,
358,"167, Bow Rd, London, E3 2SG",Bow East,5.0,7.4,"['Food served', 'Credit cards accepted']",1498830899,51.528540479495,-0.0188450455920884,The Kings Arms,[],"[{'name': 'Bow Road', 'distance': '0.3 miles'}, {'name': 'Bromley-by-Bow', 'distance': '0.4 miles'}, {'name': 'Mile End', 'distance': '0.7 miles'}]",Bethnal Green and Bow,E3 2SG,20608,http://www.beerintheevening.com/pubs/s/20/20608/Kings_Arms/Bow,
359,"2 Devas Street, Bow, London, E3 3LL",Bromley South,,,[''],1498830899,51.5229274481973,-0.0123711371777241,The Galvanisers Union,[],"[{'name': 'Bromley-by-Bow', 'distance': '0.1 miles'}, {'name': 'Bow Road', 'distance': '0.6 miles'}, {'name': 'West Ham', 'distance': '0.9 miles'}]",Poplar and Limehouse,E3 3LL,44339,http://www.beerintheevening.com/pubs/s/44/44339/Galvanisers_Union/Bow,
360,"171-173 Devons Road, Bow, London, E3 3QX",Bromley South,4.0,3.5,['Wireless internet access (provided by The Cloud)'],1498830899,51.5198330246294,-0.0202896250851941,Kitsons,[],"[{'name': 'Bromley-by-Bow', 'distance': '0.5 miles'}, {'name': 'Bow Road', 'distance': '0.6 miles'}, {'name': 'Mile End', 'distance': '0.7 miles'}]",Poplar and Limehouse,E3 3QX,10238,http://www.beerintheevening.com/pubs/s/10/10238/Kitsons/Bow,
361,"8 Coborn Road, London, E3 2DA",Bow West,36.0,6.6,"['Dartboard', 'Food served', 'Real ale']",1498830901,51.5272485010516,-0.0302326429030035,The Coborn Arms,[],"[{'name': 'Mile End', 'distance': '0.2 miles'}, {'name': 'Bow Road', 'distance': '0.3 miles'}, {'name': 'Stepney Green', 'distance': '0.8 miles'}]",Bethnal Green and Bow,E3 2DA,11665,http://www.beerintheevening.com/pubs/s/11/11665/Coborn_Arms/Bow,
362,"74, St. Stephens Rd, London, E3 5JL",Bow East,18.0,6.9,[''],1498830901,51.5326684207263,-0.0322191088827699,The Albert,[],"[{'name': 'Bow Road', 'distance': '0.5 miles'}, {'name': 'Mile End', 'distance': '0.6 miles'}, {'name': 'Hackney Wick', 'distance': '0.9 miles'}]",Bethnal Green and Bow,E3 5JL,16923,http://www.beerintheevening.com/pubs/s/16/16923/Albert/Bow,
363,"Bow Wharf, 221 Grove Road, Bow, London, E3 1SN",,,,[''],1498830901,,,Bar Risa/ Jongleurs,[],[],,E3 1SN,34808,http://www.beerintheevening.com/pubs/s/34/34808/Bar_Risa_Jongleurs/Bow,
364,"116, Bow Rd, London, E3 3AA",Bromley North,31.0,6.5,[''],1498830901,51.527882109333,-0.0203297325884159,The Bow Bells,[],"[{'name': 'Bow Road', 'distance': '0.2 miles'}, {'name': 'Bromley-by-Bow', 'distance': '0.5 miles'}, {'name': 'Mile End', 'distance': '0.6 miles'}]",Poplar and Limehouse,E3 3AA,5275,http://www.beerintheevening.com/pubs/s/52/5275/Bow_Bells/Bow,
365,"1 Bow Churchyard, Bow, London, EC4M 9PQ",,,,[''],1498830901,,,Fine Line,[],"[{'name': 'Mansion House', 'distance': '0.1 miles'}, {'name': 'St. Pauls', 'distance': '0.2 miles'}, {'name': 'Cannon Street', 'distance': '0.2 miles'}]",,EC4M 9PQ,40012,http://www.beerintheevening.com/pubs/s/40/40012/Fine_Line/Bow,
366,"460, Old Ford Rd, Bow, London, E3 5JP",Bow East,75.0,7.4,"['Quiz night (First Thursday of the month)', 'Live music (Monthly Open Mic)', 'Pool table', 'Quiz machines', 'Food served', 'Real ale', 'Outside seating', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Wireless internet access', 'Disabled toilet']",1498830902,51.5350027867895,-0.0330700927669636,The Eleanor Arms,[],"[{'name': 'Bow Road', 'distance': '0.7 miles'}, {'name': 'Hackney Wick', 'distance': '0.7 miles'}, {'name': 'Mile End', 'distance': '0.7 miles'}]",Bethnal Green and Bow,E3 5JP,6122,http://www.beerintheevening.com/pubs/s/61/6122/Eleanor_Arms/Bow,http://www.eleanorarms.co.uk
367,"11-13 Brixton Station Road, Brixton, London, SW9 8PA",Coldharbour,,,[''],1498830903,51.4635577870967,-0.114158344969639,The Craft Beer Co,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Clapham North', 'distance': '0.7 miles'}, {'name': 'Stockwell', 'distance': '0.8 miles'}]",Dulwich and West Norwood,SW9 8PA,44466,http://www.beerintheevening.com/pubs/s/44/44466/Craft_Beer_Co/Brixton,
368,"The Crypt, St. Matthews Church, Brixton Hill, Brixton, London, SW2 1JF",Tulse Hill,,,['Outside seating'],1498830903,51.4596772760584,-0.116103307924512,Bug Bar,[],"[{'name': 'Brixton', 'distance': '0.2 miles'}, {'name': 'Clapham North', 'distance': '0.7 miles'}]",Streatham,SW2 1JF,4404,http://www.beerintheevening.com/pubs/s/44/4404/Bug_Bar/Brixton,
369,"15 Atlantic Road, Brixton, London, SW9 8HX",Coldharbour,13.0,4.2,"['Food served (tapas)', 'Cocktails']",1498830903,51.4628719830977,-0.113452410977122,The Brixton Bar and Grill,[],"[{'name': 'Brixton', 'distance': '0 miles'}, {'name': 'Clapham North', 'distance': '0.8 miles'}, {'name': 'Stockwell', 'distance': '0.8 miles'}]",Dulwich and West Norwood,SW9 8HX,20971,http://www.beerintheevening.com/pubs/s/20/20971/Brixton_Bar_and_Grill/Brixton,
370,"Brixton Road, Brixton, London, SW9 6AQ",Vassall,,,[''],1498830903,51.4711018885419,-0.112997736895628,Crown and Anchor,[],"[{'name': 'Stockwell', 'distance': '0.5 miles'}, {'name': 'Brixton', 'distance': '0.6 miles'}, {'name': 'Oval', 'distance': '0.8 miles'}]",Vauxhall,SW9 6AQ,43424,http://www.beerintheevening.com/pubs/s/43/43424/Crown_and_Anchor/Brixton,
371,"8, Canterbury Crescent, London, SW9 7QD",Coldharbour,16.0,4.9,"['TV', 'Big screen', 'Outside seating']",1498830903,51.4639805377556,-0.11304677872233,The Canterbury Arms,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Stockwell', 'distance': '0.8 miles'}, {'name': 'Clapham North', 'distance': '0.8 miles'}]",Dulwich and West Norwood,SW9 7QD,6077,http://www.beerintheevening.com/pubs/s/60/6077/Canterbury_Arms/Brixton,
372,"228 Brixton Hill, Brixton, London, SW2 1HE",Brixton Hill,6.0,2.3,[''],1498830903,51.4489772587471,-0.12402751525612,The Brixton Telegraph,[],[],Streatham,SW2 1HE,25202,http://www.beerintheevening.com/pubs/s/25/25202/Brixton_Telegraph/Brixton,
373,"407-409 Brixton Rd, Brixton, London, SW9 7DG",Coldharbour,,,"['Fruit machines', 'Food served', 'Real ale']",1498830903,51.4637575762127,-0.114279676770275,The Beehive,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Clapham North', 'distance': '0.7 miles'}, {'name': 'Stockwell', 'distance': '0.8 miles'}]",Dulwich and West Norwood,SW9 7DG,347,http://www.beerintheevening.com/pubs/s/34/347/Beehive/Brixton,
374,"47 Catherine Wheel Rd, Brentford, London, Middlesex, TW8 8BD",Syon,,,"['Quiz night (Monday Nights)', 'Live music (Tue', 'Thur', 'Fri', 'Sat & Sun nights)', 'TV', 'Pool table (1)', 'Food served (BBQs on Sat)', 'Sunday roast', 'Real ale', 'Riverside location', 'Outside seating', 'Dogs allowed', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Wireless internet access']",1498830903,51.4822509528232,-0.30541096128799,The Brewery Tap,[],[],Brentford and Isleworth,TW8 8BD,2343,http://www.beerintheevening.com/pubs/s/23/2343/Brewery_Tap/Brentford,http://brewerytapbrentford.co.uk
375,"412 Brixton Road, London, SW9 7AW",Ferndale,11.0,0.8,[''],1498830903,51.4653590503821,-0.114328831344121,Backstage,[],"[{'name': 'Brixton', 'distance': '0.2 miles'}, {'name': 'Stockwell', 'distance': '0.7 miles'}, {'name': 'Clapham North', 'distance': '0.7 miles'}]",Vauxhall,SW9 7AW,30517,http://www.beerintheevening.com/pubs/s/30/30517/Backstage/Brixton,
376,"66 Atlantic Road, Brixton, London, SW9 8PY",Coldharbour,4.0,4.2,['Food served'],1498830903,51.4612491496909,-0.11151833262446,Atlantic 66,[],"[{'name': 'Brixton', 'distance': '0.2 miles'}, {'name': 'Clapham North', 'distance': '0.9 miles'}]",Dulwich and West Norwood,SW9 8PY,15617,http://www.beerintheevening.com/pubs/s/15/15617/Atlantic_66/Brixton,
377,"98-99 Fleet Street, London, EC4Y 1DE",Castle Baynard,,,[''],1498830903,51.5140721466716,-0.10486662808636,The Crown and Sugarloaf,[],"[{'name': 'Blackfriars', 'distance': '0.2 miles'}, {'name': 'St. Pauls', 'distance': '0.3 miles'}, {'name': 'Chancery Lane', 'distance': '0.4 miles'}]",Cities of London and Westminster,EC4Y 1DE,8256,http://www.beerintheevening.com/pubs/s/82/8256/Crown_and_Sugarloaf/Bride_s_Lane,
378,"45 Bellefields Rd, Brixton, London, SW9 9UH",Ferndale,5.0,6.4,"['TV', 'Jukebox', 'Food served', 'Real ale']",1498830904,51.4642632750791,-0.116648671367143,The Queen,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Clapham North', 'distance': '0.6 miles'}, {'name': 'Stockwell', 'distance': '0.7 miles'}]",Vauxhall,SW9 9UH,6924,http://www.beerintheevening.com/pubs/s/69/6924/Queen/Brixton,
379,"418 Coldharbour Lane, London, SW9 8LF",Coldharbour,,,"['Pool table (1)', 'Quiz machines (multi)']",1498830904,51.4618318043065,-0.113077826523642,The Prince Albert,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Clapham North', 'distance': '0.8 miles'}, {'name': 'Stockwell', 'distance': '0.9 miles'}]",Dulwich and West Norwood,SW9 8LF,348,http://www.beerintheevening.com/pubs/s/34/348/Prince_Albert/Brixton,
380,"469 Coldharbour Lane, Brixton, London, SW9 8HH",Coldharbour,,,"['TV', 'Sky TV', 'Big screen', 'Quiz machines (Millionaire)', 'Outside seating', 'Wireless internet access (provided by The Cloud)']",1498830904,51.4618450767269,-0.115020722452901,The Prince of Wales,[],"[{'name': 'Brixton', 'distance': '0 miles'}, {'name': 'Clapham North', 'distance': '0.7 miles'}, {'name': 'Stockwell', 'distance': '0.8 miles'}]",Dulwich and West Norwood,SW9 8HH,345,http://www.beerintheevening.com/pubs/s/34/345/Prince_of_Wales/Brixton,
381,"169-171, Lyham Road, Brixton, London, SW2 5PY",Brixton Hill,7.0,6.3,[''],1498830904,51.4534972725696,-0.12663450938907,The Prince of Wales,[],"[{'name': 'Clapham Common', 'distance': '0.8 miles'}, {'name': 'Clapham North', 'distance': '0.9 miles'}, {'name': 'Brixton', 'distance': '0.9 miles'}]",Streatham,SW2 5PY,17715,http://www.beerintheevening.com/pubs/s/17/17715/Prince_of_Wales/Brixton,
382,"418, Brixton Rd, London, SW9 7AY",Ferndale,,,"['Live music (DJ)', 'Sky TV', 'Big screen', 'Late licence']",1498830904,51.4643048739714,-0.114760997701759,Plan B Bar,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Stockwell', 'distance': '0.7 miles'}, {'name': 'Clapham North', 'distance': '0.7 miles'}]",Vauxhall,SW9 7AY,5605,http://www.beerintheevening.com/pubs/s/56/5605/Plan_B_Bar/Brixton,
383,"Elm Park, Brixton, London, SW2 2UB",Tulse Hill,7.0,6.9,[''],1498830904,51.4499809750697,-0.118762030582424,The Park Tavern,[],[],Streatham,SW2 2UB,5390,http://www.beerintheevening.com/pubs/s/53/5390/Park_Tavern/Brixton,
384,"40 St Matthews Rd, London, SW2 1NL",Tulse Hill,9.0,7.3,['Outside seating'],1498830905,51.4559257041438,-0.116560045629453,Mango Landing,[],"[{'name': 'Brixton', 'distance': '0.5 miles'}, {'name': 'Clapham North', 'distance': '0.9 miles'}]",Streatham,SW2 1NL,11539,http://www.beerintheevening.com/pubs/s/11/11539/Mango_Landing/Brixton,
385,"95 Effra Road, Brixton, London, SW2 1DF",Herne Hill,,,[''],1498830905,51.4556690474019,-0.113461521006983,The Hootananny,[],[],Dulwich and West Norwood,SW2 1DF,32374,http://www.beerintheevening.com/pubs/s/32/32374/Hootananny/Brixton,
386,"443, Coldharbour Lane, London, SW9 8LN",Coldharbour,25.0,4.9,"['Live music', 'TV', 'Sky TV (4 big screens for major matches)', 'Big screen', 'Food served (Italian pizza and snack menu)', 'Cocktails', 'Outside seating (Outside beer terrace)', 'Late licence (4am Fri/Sat 2am weekdays)', 'Credit cards accepted', 'Function room for hire (4am Fri/Sat 2am weekdays)', 'Wireless internet access', 'Air conditioning', 'Coach parties welcome', 'Disabled access', 'Disabled toilet']",1498830905,51.4614740021124,-0.113754789600455,Living Bar and Club,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Clapham North', 'distance': '0.8 miles'}, {'name': 'Stockwell', 'distance': '0.9 miles'}]",Dulwich and West Norwood,SW9 8LN,1330,http://www.beerintheevening.com/pubs/s/13/1330/Living_Bar_and_Club/Brixton,
387,"128, Railton Road, Herne Hill, London, SE24 0JX",Herne Hill,11.0,4.7,[''],1498830905,51.4553323557156,-0.104853494966382,The Hamilton Arms,[],[],Dulwich and West Norwood,SE24 0JX,1761,http://www.beerintheevening.com/pubs/s/17/1761/Hamilton_Arms/Brixton,
388,"142 Loughborough Road, London, SW9 7LL",Coldharbour,3.0,6.0,[''],1498830905,51.4669673804332,-0.105321679137567,The Hero of Switzerland,[],"[{'name': 'Brixton', 'distance': '0.5 miles'}, {'name': 'Stockwell', 'distance': '0.9 miles'}]",Dulwich and West Norwood,SW9 7LL,30561,http://www.beerintheevening.com/pubs/s/30/30561/Hero_of_Switzerland/Brixton,
389,"144 Brixton Hill, London, SW2 1SD",Brixton Hill,5.0,6.4,[''],1498830905,51.4522431365482,-0.121878642316143,The George IV,[],[],Streatham,SW2 1SD,8422,http://www.beerintheevening.com/pubs/s/84/8422/George_IV/Brixton,
390,"442-444 Brixton Road, Brixton, London, SW9 8BH",Ferndale,20.0,3.2,['Wireless internet access (provided by The Cloud)'],1498830905,51.4635795003781,-0.11494925303695,Goose,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Clapham North', 'distance': '0.7 miles'}, {'name': 'Stockwell', 'distance': '0.7 miles'}]",Vauxhall,SW9 8BH,10486,http://www.beerintheevening.com/pubs/s/10/10486/Goose/Brixton,
391,"123 Acre Lane, Brixton, London, SW2 5UA",Brixton Hill,22.0,4.5,"['Big screen (Outside   inside)', 'Food served (Every Day)', 'Cocktails (Happy Hour)', 'Outside seating', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Wireless internet access', 'Air conditioning']",1498830906,51.4595724544315,-0.128084386084738,Grand Union,[],"[{'name': 'Clapham North', 'distance': '0.4 miles'}, {'name': 'Clapham Common', 'distance': '0.5 miles'}, {'name': 'Brixton', 'distance': '0.7 miles'}]",Streatham,SW2 5UA,3589,http://www.beerintheevening.com/pubs/s/35/3589/Grand_Union/Brixton,http://www.grandunionbars.com
392,"5 Harefield Road, Brockley, London, SE4 1LW",Brockley,,,[''],1498830906,51.4639476459794,-0.0344282243312891,Orchard Bar and Kitchen,[],"[{'name': 'New Cross Gate', 'distance': '0.9 miles'}, {'name': 'New Cross', 'distance': '0.9 miles'}]","Lewisham, Deptford",SE4 1LW,42617,http://www.beerintheevening.com/pubs/s/42/42617/Orchard_Bar_and_Kitchen/Brockley,
393,"1 Mantle Rd, London, SE4 2DU",Telegraph Hill,2.0,5.5,[''],1498830906,51.4646609256804,-0.0383567236381564,The Maypole,[],"[{'name': 'New Cross Gate', 'distance': '0.8 miles'}, {'name': 'New Cross', 'distance': '0.9 miles'}]","Lewisham, Deptford",SE4 2DU,7568,http://www.beerintheevening.com/pubs/s/75/7568/Maypole/Brockley,
394,"144 Stockwell Rd, London, SW9 9TQ",Ferndale,,,"['TV', 'Sky TV', 'Outside seating']",1498830906,51.4670881397707,-0.117842530132658,The Far Side,[],"[{'name': 'Brixton', 'distance': '0.4 miles'}, {'name': 'Stockwell', 'distance': '0.5 miles'}, {'name': 'Clapham North', 'distance': '0.6 miles'}]",Vauxhall,SW9 9TQ,346,http://www.beerintheevening.com/pubs/s/34/346/Far_Side/Brixton,
395,"Brockley Road, Brockley, London, SE4 2PH",Crofton Park,,,[''],1498830907,51.4545506624134,-0.0371349080631123,London Beer Dispensary,[],[],"Lewisham, Deptford",SE4 2PH,44247,http://www.beerintheevening.com/pubs/s/44/44247/London_Beer_Dispensary/Brockley,
396,"330-332 Brockley Road, Brockley, London, SE4 2BT",Crofton Park,53.0,6.7,"['Food served', 'Sunday roast']",1498830907,51.4560096399653,-0.0367268589279642,Jam Circus,[],[],"Lewisham, Deptford",SE4 2BT,25489,http://www.beerintheevening.com/pubs/s/25/25489/Jam_Circus/Brockley,
397,"184, Brockley Rd, London, SE4 2RR",Brockley,31.0,4.8,"['Food served', 'Real ale', 'Wireless internet access (provided by The Cloud)']",1498830907,51.4645076619786,-0.0367220545139664,The Brockley Barge,[],"[{'name': 'New Cross Gate', 'distance': '0.8 miles'}, {'name': 'New Cross', 'distance': '0.9 miles'}]","Lewisham, Deptford",SE4 2RR,1538,http://www.beerintheevening.com/pubs/s/15/1538/Brockley_Barge/Brockley,
398,"410, Brockley Rd, London, SE4 2DH",Crofton Park,28.0,5.3,"['Sky TV', 'Big screen']",1498830907,51.4534232948441,-0.0385506374444943,Brockley Jack,[],[],"Lewisham, Deptford",SE4 2DH,1303,http://www.beerintheevening.com/pubs/s/13/1303/Brockley_Jack/Brockley,
399,"325 Brockley Road, London, SE4 2QZ",Ladywell,14.0,5.8,"['Live music', 'Food served']",1498830907,51.4595010308367,-0.0336403952419957,Moonbow Jakes,[],[],"Lewisham, Deptford",SE4 2QZ,12035,http://www.beerintheevening.com/pubs/s/12/12035/Moonbow_Jakes/Brockley,
400,"24 Crown Place / Clifton Street, London, EC2A 4ES",Hoxton East & Shoreditch,3.0,3.7,['Real ale'],1498830907,51.5207429544285,-0.0831841864039772,The White Hart,[],"[{'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Moorgate', 'distance': '0.3 miles'}, {'name': 'Old Street', 'distance': '0.5 miles'}]",Hackney South and Shoreditch,EC2A 4ES,19822,http://www.beerintheevening.com/pubs/s/19/19822/White_Hart/Broadgate,
401,"2/3 Artillery Passage, London, E1 7LJ",Spitalfields & Banglatown,5.0,7.6,['Food served'],1498830907,51.5180856385797,-0.0774149770652234,Grapeshots,[],"[{'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Aldgate East', 'distance': '0.3 miles'}, {'name': 'Aldgate', 'distance': '0.3 miles'}]",Bethnal Green and Bow,E1 7LJ,15369,http://www.beerintheevening.com/pubs/s/15/15369/Grapeshots/Broadgate,
402,"2 Paul Street, London, EC2A 4JH",Hoxton East & Shoreditch,5.0,4.6,[''],1498830908,51.5224233257584,-0.084209167906392,The Heeltap and Bumper,[],"[{'name': 'Old Street', 'distance': '0.3 miles'}, {'name': 'Moorgate', 'distance': '0.4 miles'}, {'name': 'Liverpool Street', 'distance': '0.4 miles'}]",Hackney South and Shoreditch,EC2A 4JH,25572,http://www.beerintheevening.com/pubs/s/25/25572/Heeltap_and_Bumper/Broadgate,
403,"5 Exchange Square, London, EC2A 2EH",Bishopsgate,12.0,1.8,[''],1498830908,51.5195815224305,-0.0803501233574414,Corney and Barrow,[],"[{'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Moorgate', 'distance': '0.4 miles'}, {'name': 'Shoreditch', 'distance': '0.5 miles'}]",Cities of London and Westminster,EC2A 2EH,3437,http://www.beerintheevening.com/pubs/s/34/3437/Corney_and_Barrow/Broadgate,
