,address,admin_ward,bite_number_ratings,bite_user_rating,facilities,keywords,last_scraped,latitude,longitude,name,nearby_train_stations,nearby_tube_stations,parliamentary_constituency,postcode,source_pub_id,source_url,website
384,"40 St Matthews Rd, London, SW2 1NL",Tulse Hill,9.0,7.3,['Outside seating'],weekend: 4;place: 4;food: 3;it's: 3;great: 3;seems: 2;family: 2;saw: 2;nice: 2;quite: 2;little: 2;lot: 2;smell: 2;go: 2;former: 2,1498830905,51.4559257041438,-0.116560045629453,Mango Landing,[],"[{'distance': '0.5 miles', 'name': 'Brixton'}, {'distance': '0.9 miles', 'name': 'Clapham North'}]",Streatham,SW2 1NL,11539,http://www.beerintheevening.com/pubs/s/11/11539/Mango_Landing/Brixton,
385,"95 Effra Road, Brixton, London, SW2 1DF",Herne Hill,,,[''],pub: 13;place: 7;live: 6;music: 6;good: 5;it's: 5;get: 5;like: 4;beer: 4;people: 4;time: 4;food: 3;surprised: 3;: 3;dont: 3,1498830905,51.4556690474019,-0.113461521006983,The Hootananny,[],[],Dulwich and West Norwood,SW2 1DF,32374,http://www.beerintheevening.com/pubs/s/32/32374/Hootananny/Brixton,
386,"443, Coldharbour Lane, London, SW9 8LN",Coldharbour,25.0,4.9,"['Live music', 'TV', 'Sky TV (4 big screens for major matches)', 'Big screen', 'Food served (Italian pizza and snack menu)', 'Cocktails', 'Outside seating (Outside beer terrace)', 'Late licence (4am Fri/Sat 2am weekdays)', 'Credit cards accepted', 'Function room for hire (4am Fri/Sat 2am weekdays)', 'Wireless internet access', 'Air conditioning', 'Coach parties welcome', 'Disabled access', 'Disabled toilet']",bar: 13;good: 13;place: 12;staff: 12;people: 10;music: 9;really: 9;brixton: 8;bad: 6;go: 6;one: 6;it's: 6;don't: 5;night: 5;everyone: 5,1498830905,51.4614740021124,-0.113754789600455,Living Bar and Club,[],"[{'distance': '0.1 miles', 'name': 'Brixton'}, {'distance': '0.8 miles', 'name': 'Clapham North'}, {'distance': '0.9 miles', 'name': 'Stockwell'}]",Dulwich and West Norwood,SW9 8LN,1330,http://www.beerintheevening.com/pubs/s/13/1330/Living_Bar_and_Club/Brixton,
387,"128, Railton Road, Herne Hill, London, SE24 0JX",Herne Hill,11.0,4.7,[''],pub: 6;landlord: 3;one: 3;good: 3;like: 2;i've: 2;best: 2;worked: 2;times: 2;that's: 2;new: 2;corner: 2;ok: 2;passed: 1;indeed: 1,1498830905,51.4553323557156,-0.104853494966382,The Hamilton Arms,[],[],Dulwich and West Norwood,SE24 0JX,1761,http://www.beerintheevening.com/pubs/s/17/1761/Hamilton_Arms/Brixton,
388,"142 Loughborough Road, London, SW9 7LL",Coldharbour,3.0,6.0,[''],[],1498830905,51.4669673804332,-0.105321679137567,The Hero of Switzerland,[],"[{'distance': '0.5 miles', 'name': 'Brixton'}, {'distance': '0.9 miles', 'name': 'Stockwell'}]",Dulwich and West Norwood,SW9 7LL,30561,http://www.beerintheevening.com/pubs/s/30/30561/Hero_of_Switzerland/Brixton,
389,"144 Brixton Hill, London, SW2 1SD",Brixton Hill,5.0,6.4,[''],pub: 4;great: 4;techno: 3;last: 2;legendary: 2;u: 2;called: 2;well: 2;absolutely: 2;friendly: 2;looking: 2;time: 2;live: 2;staff: 2;music: 2,1498830905,51.4522431365482,-0.121878642316143,The George IV,[],[],Streatham,SW2 1SD,8422,http://www.beerintheevening.com/pubs/s/84/8422/George_IV/Brixton,
390,"442-444 Brixton Road, Brixton, London, SW9 8BH",Ferndale,20.0,3.2,['Wireless internet access (provided by The Cloud)'],pub: 12;place: 12;cheap: 10;get: 8;gig: 7;drink: 7;academy: 7;toilets: 6;went: 5;visit: 5;round: 5;goose: 4;last: 4;road: 4;pint: 4,1498830905,51.4635795003781,-0.11494925303695,Goose,[],"[{'distance': '0.1 miles', 'name': 'Brixton'}, {'distance': '0.7 miles', 'name': 'Clapham North'}, {'distance': '0.7 miles', 'name': 'Stockwell'}]",Vauxhall,SW9 8BH,10486,http://www.beerintheevening.com/pubs/s/10/10486/Goose/Brixton,
391,"123 Acre Lane, Brixton, London, SW2 5UA",Brixton Hill,22.0,4.5,"['Big screen (Outside   inside)', 'Food served (Every Day)', 'Cocktails (Happy Hour)', 'Outside seating', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Wireless internet access', 'Air conditioning']",one: 2;good: 1;like: 1;innis: 1;slug: 1;ale: 1;gunn: 1;desperate: 1;friend's: 1;yak: 1;brew: 1;tizer: 1;topped: 1;avoid: 1;toilet: 1,1498830906,51.4595724544315,-0.128084386084738,Grand Union,[],"[{'distance': '0.4 miles', 'name': 'Clapham North'}, {'distance': '0.5 miles', 'name': 'Clapham Common'}, {'distance': '0.7 miles', 'name': 'Brixton'}]",Streatham,SW2 5UA,3589,http://www.beerintheevening.com/pubs/s/35/3589/Grand_Union/Brixton,http://www.grandunionbars.com
392,"5 Harefield Road, Brockley, London, SE4 1LW",Brockley,,,[''],'concept: 1;se4: 1;constucted: 1;food: 1;creche: 1;though: 1;wine: 1;pretentious: 1;end: 1;clearly: 1;west: 1;menu: 1;place: 1;business: 1;like: 1,1498830906,51.4639476459794,-0.0344282243312891,Orchard Bar and Kitchen,[],"[{'distance': '0.9 miles', 'name': 'New Cross Gate'}, {'distance': '0.9 miles', 'name': 'New Cross'}]","Lewisham, Deptford",SE4 1LW,42617,http://www.beerintheevening.com/pubs/s/42/42617/Orchard_Bar_and_Kitchen/Brockley,
393,"1 Mantle Rd, London, SE4 2DU",Telegraph Hill,2.0,5.5,[''],boarded: 2;looked: 1;good: 1;avoid: 1;know: 1;ooooh: 1;still: 1;friendly: 1;weird: 1;right: 1;riddance: 1;locals: 1;it's: 1;zone: 1;room: 1,1498830906,51.4646609256804,-0.0383567236381564,The Maypole,[],"[{'distance': '0.8 miles', 'name': 'New Cross Gate'}, {'distance': '0.9 miles', 'name': 'New Cross'}]","Lewisham, Deptford",SE4 2DU,7568,http://www.beerintheevening.com/pubs/s/75/7568/Maypole/Brockley,
394,"144 Stockwell Rd, London, SW9 9TQ",Ferndale,,,"['TV', 'Sky TV', 'Outside seating']",good: 11;place: 10;bar: 9;pub: 7;staff: 7;great: 6;recently: 5;brixton: 5;nice: 5;back: 5;food: 4;well: 4;even: 4;excellent: 4;it's: 4,1498830906,51.4670881397707,-0.117842530132658,The Far Side,[],"[{'distance': '0.4 miles', 'name': 'Brixton'}, {'distance': '0.5 miles', 'name': 'Stockwell'}, {'distance': '0.6 miles', 'name': 'Clapham North'}]",Vauxhall,SW9 9TQ,346,http://www.beerintheevening.com/pubs/s/34/346/Far_Side/Brixton,
395,"Brockley Road, Brockley, London, SE4 2PH",Crofton Park,,,[''],beers: 10;ales: 9;visit: 7;bar: 6;good: 6;food: 5;knights: 5;late: 5;saturday: 5;pints: 4;pint: 4;beer: 4;burgers: 4;area: 4;since: 4,1498830907,51.4545506624134,-0.0371349080631123,London Beer Dispensary,[],[],"Lewisham, Deptford",SE4 2PH,44247,http://www.beerintheevening.com/pubs/s/44/44247/London_Beer_Dispensary/Brockley,
396,"330-332 Brockley Road, Brockley, London, SE4 2BT",Crofton Park,53.0,6.7,"['Food served', 'Sunday roast']",place: 37;food: 37;good: 31;jam: 29;staff: 26;circus: 26;back: 23;really: 22;great: 19;like: 18;nice: 17;brockley: 16;last: 14;quite: 14;one: 14,1498830907,51.4560096399653,-0.0367268589279642,Jam Circus,[],[],"Lewisham, Deptford",SE4 2BT,25489,http://www.beerintheevening.com/pubs/s/25/25489/Jam_Circus/Brockley,
397,"184, Brockley Rd, London, SE4 2RR",Brockley,31.0,4.8,"['Food served', 'Real ale', 'Wireless internet access (provided by The Cloud)']",good: 22;pub: 19;beer: 15;wetherspoons: 14;staff: 13;cheap: 12;like: 12;food: 10;brockley: 9;barge: 9;manager: 8;bar: 8;drink: 8;always: 8;get: 8,1498830907,51.4645076619786,-0.0367220545139664,The Brockley Barge,[],"[{'distance': '0.8 miles', 'name': 'New Cross Gate'}, {'distance': '0.9 miles', 'name': 'New Cross'}]","Lewisham, Deptford",SE4 2RR,1538,http://www.beerintheevening.com/pubs/s/15/1538/Brockley_Barge/Brockley,
398,"410, Brockley Rd, London, SE4 2DH",Crofton Park,28.0,5.3,"['Sky TV', 'Big screen']",pub: 45;food: 37;good: 22;place: 18;back: 16;bar: 15;staff: 13;area: 10;great: 10;night: 9;theatre: 9;friendly: 9;last: 8;would: 8;local: 8,1498830907,51.4534232948441,-0.0385506374444943,Brockley Jack,[],[],"Lewisham, Deptford",SE4 2DH,1303,http://www.beerintheevening.com/pubs/s/13/1303/Brockley_Jack/Brockley,
399,"325 Brockley Road, London, SE4 2QZ",Ladywell,14.0,5.8,"['Live music', 'Food served']",place: 11;like: 9;great: 9;music: 7;brockley: 7;good: 6;chairs: 6;staff: 5;coffee: 5;food: 5;it's: 5;bar: 4;beer: 4;one: 4;expensive: 4,1498830907,51.4595010308367,-0.0336403952419957,Moonbow Jakes,[],[],"Lewisham, Deptford",SE4 2QZ,12035,http://www.beerintheevening.com/pubs/s/12/12035/Moonbow_Jakes/Brockley,
400,"24 Crown Place / Clifton Street, London, EC2A 4ES",Hoxton East & Shoreditch,3.0,3.7,['Real ale'],pub: 2;suffering: 1;neck-ache: 1;demolished: 1;go: 1;must: 1;dirty: 1;regular: 1;dicks: 1;clientele: 1;showing: 1;bar: 1;shooting: 1;star: 1;round: 1,1498830907,51.5207429544285,-0.0831841864039772,The White Hart,[],"[{'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.3 miles', 'name': 'Moorgate'}, {'distance': '0.5 miles', 'name': 'Old Street'}]",Hackney South and Shoreditch,EC2A 4ES,19822,http://www.beerintheevening.com/pubs/s/19/19822/White_Hart/Broadgate,
401,"2/3 Artillery Passage, London, E1 7LJ",Spitalfields & Banglatown,5.0,7.6,['Food served'],place: 3;bar: 3;wine: 3;quiet: 2;davy's: 2;little: 2;city: 2;away: 2;great: 2;one: 2;lunches: 1;highly: 1;food: 1;lovely: 1;usual: 1,1498830907,51.5180856385797,-0.0774149770652234,Grapeshots,[],"[{'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.3 miles', 'name': 'Aldgate East'}, {'distance': '0.3 miles', 'name': 'Aldgate'}]",Bethnal Green and Bow,E1 7LJ,15369,http://www.beerintheevening.com/pubs/s/15/15369/Grapeshots/Broadgate,
402,"2 Paul Street, London, EC2A 4JH",Hoxton East & Shoreditch,5.0,4.6,[''],food: 2;draught: 2;vinum: 2;bottled: 2;expenses: 2;beer: 2;amstel: 2;lavender: 1;hurry: 1;cheesecake: 1;amstels: 1;inevitably: 1;eventually: 1;sauce: 1;pop: 1,1498830908,51.5224233257584,-0.084209167906392,The Heeltap and Bumper,[],"[{'distance': '0.3 miles', 'name': 'Old Street'}, {'distance': '0.4 miles', 'name': 'Moorgate'}, {'distance': '0.4 miles', 'name': 'Liverpool Street'}]",Hackney South and Shoreditch,EC2A 4JH,25572,http://www.beerintheevening.com/pubs/s/25/25572/Heeltap_and_Bumper/Broadgate,
403,"5 Exchange Square, London, EC2A 2EH",Bishopsgate,12.0,1.8,[''],place: 8;bar: 6;good: 6;go: 5;square: 5;it's: 5;kind: 4;work: 4;exchange: 4;pay: 4;small: 3;drink: 3;beer: 3;overpriced: 3;money: 3,1498830908,51.5195815224305,-0.0803501233574414,Corney and Barrow,[],"[{'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.4 miles', 'name': 'Moorgate'}, {'distance': '0.5 miles', 'name': 'Shoreditch'}]",Cities of London and Westminster,EC2A 2EH,3437,http://www.beerintheevening.com/pubs/s/34/3437/Corney_and_Barrow/Broadgate,
404,"52, Wilson St, London, EC2A 2ER",Hoxton East & Shoreditch,29.0,7.1,"['TV', 'Big screen', 'Real ale']",pub: 24;good: 12;area: 8;friendly: 8;us: 7;best: 6;pint: 6;place: 6;ales: 6;staff: 6;time: 6;one: 6;boozer: 5;previous: 5;served: 5,1498830908,51.5204848039549,-0.0849968296014586,The Flying Horse,[],"[{'distance': '0.2 miles', 'name': 'Moorgate'}, {'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.4 miles', 'name': 'Old Street'}]",Hackney South and Shoreditch,EC2A 2ER,5136,http://www.beerintheevening.com/pubs/s/51/5136/Flying_Horse/Broadgate,
405,"36 Wilson Street, London, EC2M 2TE",Bishopsgate,16.0,6.4,"['Real ale', 'Function room for hire']",good: 6;always: 6;well: 5;place: 5;staff: 5;us: 4;pubs: 4;fullers: 4;food: 3;pub: 3;best: 3;refurb: 3;faceless: 3;friendly: 3;city: 3,1498830908,51.5190967976773,-0.0859054788007499,Fleetwood,[],"[{'distance': '0.1 miles', 'name': 'Moorgate'}, {'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.4 miles', 'name': 'Bank'}]",Cities of London and Westminster,EC2M 2TE,13497,http://www.beerintheevening.com/pubs/s/13/13497/Fleetwood/Broadgate,
406,"2 Exchange Place, Apollo Street, Broadgate, London, EC2M 2QA",,15.0,4.1,"['Food served', 'Wireless internet access (provided by The Cloud)']",it's: 15;pub: 9;place: 7;bar: 6;people: 5;food: 5;one: 5;beer: 4;rubbish: 4;avoid: 4;bit: 4;: 3;like: 3;time: 3;lash: 3,1498830908,,,The Broadgate Exchange,[],"[{'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.3 miles', 'name': 'Moorgate'}, {'distance': '0.5 miles', 'name': 'Aldgate'}]",,EC2M 2QA,9378,http://www.beerintheevening.com/pubs/s/93/9378/Broadgate_Exchange/Broadgate,
407,"2-12 Wilson Street, London, EC2M 2TE",Bishopsgate,14.0,6.9,"['Food served', 'Real ale']",good: 8;beer: 5;wallop: 4;area: 4;bar: 4;much: 4;old: 4;tankards: 4;pub: 3;well: 3;though: 3;go: 3;really: 3;place: 3;get: 3,1498830908,51.5190967976773,-0.0859054788007499,Bangers,[],"[{'distance': '0.1 miles', 'name': 'Moorgate'}, {'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.4 miles', 'name': 'Bank'}]",Cities of London and Westminster,EC2M 2TE,6698,http://www.beerintheevening.com/pubs/s/66/6698/Bangers/Broadgate,
408,"18-20 Appold Street, Broadgate, London, EC2A 2AS",Hoxton East & Shoreditch,13.0,2.2,"['Food served', 'Real ale']",place: 8;bar: 7;one: 7;pub: 4;staff: 4;used: 3;food: 3;beer: 3;anyone: 3;good: 3;atmosphere: 3;say: 3;it's: 3;great: 3;still: 3,1498830909,51.5200247489631,-0.083257585862101,All Bar One,[],"[{'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.3 miles', 'name': 'Moorgate'}, {'distance': '0.5 miles', 'name': 'Old Street'}]",Hackney South and Shoreditch,EC2A 2AS,12919,http://www.beerintheevening.com/pubs/s/12/12919/All_Bar_One/Broadgate,
409,"45 Trinity Gardens, London, SW9 8DR",Ferndale,,,"['Real ale', 'Outside seating']",pub: 72;brixton: 46;good: 28;youngs: 26;great: 26;beer: 25;place: 20;back: 19;it's: 19;well: 17;nice: 17;food: 16;area: 14;best: 13;trinity: 12,1498830909,51.4619233672622,-0.118774825456521,The Trinity Arms,[],"[{'distance': '0.2 miles', 'name': 'Brixton'}, {'distance': '0.6 miles', 'name': 'Clapham North'}, {'distance': '0.8 miles', 'name': 'Stockwell'}]",Vauxhall,SW9 8DR,1661,http://www.beerintheevening.com/pubs/s/16/1661/Trinity_Arms/Brixton,
410,"22, Blenheim Gardens, Brixton, London, SW2 5BZ",Brixton Hill,14.0,8.2,['Live music'],good: 12;music: 10;place: 9;pub: 8;see: 7;bands: 7;like: 6;bar: 6;great: 6;little: 6;stage: 5;venue: 5;live: 5;night: 5;windmill: 5,1498830909,51.4545190764153,-0.122490515440053,The Windmill,[],"[{'distance': '0.7 miles', 'name': 'Brixton'}, {'distance': '0.8 miles', 'name': 'Clapham North'}, {'distance': '0.9 miles', 'name': 'Clapham Common'}]",Streatham,SW2 5BZ,6055,http://www.beerintheevening.com/pubs/s/60/6055/Windmill/Brixton,
411,"94, Brixton Hill, London, SW2 1QN",Brixton Hill,18.0,7.6,['Cocktails'],good: 20;great: 18;food: 16;night: 13;pub: 12;sunday: 11;staff: 10;place: 9;toilets: 8;nice: 8;like: 7;music: 7;it's: 7;get: 7;brixton: 6,1498830909,51.4548932721789,-0.120028237208265,The Whitehorse,[],"[{'distance': '0.6 miles', 'name': 'Brixton'}, {'distance': '0.9 miles', 'name': 'Clapham North'}]",Streatham,SW2 1QN,2682,http://www.beerintheevening.com/pubs/s/26/2682/Whitehorse/Brixton,
412,"58a Camberwell Church Street, London, SE5 8QZ",Brunswick Park,11.0,0.3,[''],place: 5;go: 4;went: 3;never: 3;new: 3;anyone: 3;gang: 2;would: 2;don't: 2;see: 2;drinks: 2;selection: 2;still: 2;nothing: 2;bar: 2,1498830909,51.4735419821989,-0.0887633400419043,The Cube,[],[],Camberwell and Peckham,SE5 8QZ,4516,http://www.beerintheevening.com/pubs/s/45/4516/Cube/Camberwell,
413,"40 KEMERTON ROAD, CAMBERWELL, LONDON, LONDON, SE5 9AR",Herne Hill,34.0,6.6,"['Quiz night', 'Live music', 'Food served', 'Sunday roast', 'Gluten free meals available', 'Real ale', 'Cocktails', 'Outside seating', 'Dogs allowed', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Wireless internet access', 'Air conditioning', 'Coach parties welcome', 'Disabled access', 'Disabled toilet']",pub: 31;food: 27;good: 27;nice: 16;staff: 15;great: 13;bar: 10;local: 10;back: 9;friendly: 9;little: 9;place: 9;area: 8;night: 8;sunday: 8,1498830909,51.4646110195173,-0.0975298522453581,THE CAMBRIA,[],[],Dulwich and West Norwood,SE5 9AR,3625,http://www.beerintheevening.com/pubs/s/36/3625/CAMBRIA/CAMBERWELL,http://www.thecambrialondon.com
414,"Southampton Way, Camberwell, London, SE5 7EW",Brunswick Park,,,[''],like: 2;good: 1;beers: 1;food: 1;kernel: 1;bottles: 1;thrills: 1;place: 1;tap: 1;southampton: 1;lager: 1;meantime: 1;et: 1;night: 1;al: 1,1498830909,51.4783669850601,-0.0846589371113166,Cool Cats Cafe,[],[],Camberwell and Peckham,SE5 7EW,43445,http://www.beerintheevening.com/pubs/s/43/43445/Cool_Cats_Cafe/Camberwell,
415,"16 Grove Lane, Camberwell, London, SE5 8SY",Camberwell Green,5.0,2.8,['Food served'],food: 7;pub: 4;camberwell: 4;even: 4;kerfield: 4;good: 3;change: 3;arms: 3;much: 3;prices: 3;upstairs: 2;horse: 2;us: 2;went: 2;music: 2,1498830909,51.4733982047039,-0.0904252989621012,Blakes,[],[],Camberwell and Peckham,SE5 8SY,4004,http://www.beerintheevening.com/pubs/s/40/4004/Blakes/Camberwell,
416,"64 Camberwell Church Street, Camberwell, London, SE5 8TR",Brunswick Park,,,"['Live music (Acoustic sets', 'sundays at 8pm)', 'TV', 'Sky TV', 'Big screen', 'Food served (until 10pm)', 'Sunday roast', 'Real ale', 'Dogs allowed (we have a pub dog)', ""Children allowed (as long as they don't bite)"", 'Late licence (2am fri & sat. 12 am during the week)', 'Function room for hire', 'Wireless internet access', 'Air conditioning']",food: 36;pub: 35;good: 32;castle: 26;place: 23;staff: 22;great: 22;service: 18;bar: 17;it's: 17;really: 16;management: 15;friendly: 15;one: 13;get: 13,1498830909,51.4739597435204,-0.0895666640424902,The Castle,[],[],Camberwell and Peckham,SE5 8TR,1353,http://www.beerintheevening.com/pubs/s/13/1353/Castle/Camberwell,
417,"60 Camberwell New Road, Camberwell, London, SE5 0RS",Vassall,32.0,6.4,"['Big screen', 'Food served', 'Cocktails']",good: 22;pub: 17;area: 16;bar: 15;camberwell: 11;staff: 10;nice: 10;food: 9;excellent: 8;really: 7;great: 7;friendly: 7;though: 6;beer: 6;sunday: 6,1498830910,51.4790713134322,-0.105871404357479,The Black Sheep,[],"[{'distance': '0.4 miles', 'name': 'Oval'}, {'distance': '0.7 miles', 'name': 'Kennington'}, {'distance': '0.9 miles', 'name': 'Stockwell'}]",Vauxhall,SE5 0RS,7642,http://www.beerintheevening.com/pubs/s/76/7642/Black_Sheep/Camberwell,
418,"296a Camberwell New Road, Camberwell, London, SE5 0RP",Camberwell Green,,,[''],pub: 13;good: 10;food: 10;ales: 7;beer: 6;one: 6;sunday: 5;great: 5;real: 4;staff: 4;nice: 4;even: 4;london: 3;bar: 3;lunch: 3,1498830910,51.4762884022224,-0.0989448724374055,The Bear Free House,[],"[{'distance': '0.8 miles', 'name': 'Oval'}, {'distance': '0.9 mile', 'name': 'Kennington'}]",Camberwell and Peckham,SE5 0RP,31853,http://www.beerintheevening.com/pubs/s/31/31853/Bear_Free_House/Camberwell,
419,"66 coldharbour lane, camberwell, london, se59pu",,2.0,9.5,[''],good: 3;food: 2;come: 2;�3.50: 2;friendly: 2;great: 2;time: 2;menu: 2;last: 1;carribean: 1;dishes: 1;profitable: 1;range: 1;may: 1;�7: 1,1498830910,,,amaryllis bar and kitchen,[],[],,,36199,http://www.beerintheevening.com/pubs/s/36/36199/amaryllis_bar_and_kitchen/camberwell,http://www.theamaryllis.co.uk
420,"19, Caledonian Rd, Kings Cross, London, N1 9DX",Caledonian,,,"['TV', 'Pool table', 'Outside seating', 'Late licence']",pub: 27;good: 17;place: 16;night: 13;staff: 13;bar: 9;people: 9;go: 8;real: 7;friendly: 7;like: 7;great: 7;it's: 7;last: 6;boozer: 6,1498830910,51.5314567162378,-0.121201037897099,Millers,[],"[{'distance': '0.1 miles', 'name': ""King's Cross St. Pancras""}, {'distance': '0.6 miles', 'name': 'Euston'}, {'distance': '0.6 miles', 'name': 'Euston Square'}]",Islington South and Finsbury,N1 9DX,1371,http://www.beerintheevening.com/pubs/s/13/1371/Millers/Caledonian_Road,
421,"37-39 Romilly Street, Cambridge Circus, London, W1V 5TP",,,,"['Live music', 'Food served', 'Real ale']",pub: 42;good: 26;bar: 23;music: 17;place: 15;mcmullens: 12;beer: 12;well: 12;live: 12;jazz: 10;london: 10;one: 10;decent: 10;food: 10;area: 9,1498830911,,,The Spice of Life,[],"[{'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.2 miles', 'name': 'Tottenham Court Road'}, {'distance': '0.3 miles', 'name': 'Covent Garden'}]",,,13312,http://www.beerintheevening.com/pubs/s/13/13312/Spice_of_Life/Cambridge_Circus,
422,"142 Shaftesbury Avenue, London, WC2H 8HJ",Holborn and Covent Garden,,,"['TV', 'Real ale']",pub: 28;good: 14;great: 12;pint: 11;watch: 11;place: 10;bar: 9;bit: 8;landlord: 8;go: 8;london: 7;us: 7;table: 7;area: 7;it's: 7,1498830911,51.5133940322766,-0.128718019335342,The Marquis of Granby,[],"[{'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.3 miles', 'name': 'Tottenham Court Road'}]",Holborn and St Pancras,WC2H 8HJ,1810,http://www.beerintheevening.com/pubs/s/18/1810/Marquis_of_Granby/Cambridge_Circus,
423,"270 Caledonian Road, London, N1 1BA",Caledonian,4.0,7.5,"['Live music', 'Pool table']",pub: 4;good: 3;friendly: 3;real: 3;atmosphere: 2;staff: 2;people: 2;beer: 2;pool: 1;i've: 1;best: 1;clientelle: 1;everyones: 1;kareoke: 1;really: 1,1498830911,51.539232192527,-0.116525905954579,The Tarmon,[],"[{'distance': '0.7 miles', 'name': 'Caledonian Road'}, {'distance': '0.7 miles', 'name': 'Caledonian Road and Barnsbury'}, {'distance': '0.7 miles', 'name': ""King's Cross St. Pancras""}]",Islington South and Finsbury,N1 1BA,12061,http://www.beerintheevening.com/pubs/s/12/12061/Tarmon/Caledonian_Road,
424,"84 Cambridge Circus, London, WC2H 8AA",Holborn and Covent Garden,,,"['Food served', 'Real ale', 'Outside seating', 'Credit cards accepted', 'Smoking area', 'Air conditioning']",interior: 4;abo: 3;good: 3;shut: 2;bar: 2;ripped: 2;youve: 2;one: 2;looked: 1;arrival: 1;'drinking: 1;makes: 1;food: 1;med: 1;walked: 1,1498830911,51.5135891858921,-0.129113562461028,All Bar One,[],"[{'distance': '0.2 miles', 'name': 'Leicester Square'}, {'distance': '0.2 miles', 'name': 'Covent Garden'}, {'distance': '0.2 miles', 'name': 'Tottenham Court Road'}]",Holborn and St Pancras,WC2H 8AA,6309,http://www.beerintheevening.com/pubs/s/63/6309/All_Bar_One/Cambridge_Circus,
425,"342, Caledonian Road, London, N1 1BB",Caledonian,6.0,8.2,[''],place: 5;good: 4;great: 4;pub: 3;landlady: 3;it's: 3;next: 3;london: 3;: 2;2: 2;wales: 2;prince: 2;ya: 2;really: 2;wait: 2,1498830911,51.5401428411237,-0.11667577539395,The Islington Bar,[],"[{'distance': '0.6 miles', 'name': 'Caledonian Road'}, {'distance': '0.6 miles', 'name': 'Caledonian Road and Barnsbury'}, {'distance': '0.7 miles', 'name': 'Highbury and Islington'}]",Islington South and Finsbury,N1 1BB,3168,http://www.beerintheevening.com/pubs/s/31/3168/Islington_Bar/Caledonian_Road,
426,"26 Camberwell Grove, Camberwell, London, SE5 8RE",Brunswick Park,35.0,4.7,"['Quiz night', 'Live music', 'TV', 'Food served', 'Sunday roast', 'Real ale', 'Cocktails', 'Outside seating', 'Children allowed', 'Credit cards accepted', 'Wireless internet access']",good: 22;pub: 17;camberwell: 12;grove: 11;place: 11;beer: 10;pizzas: 10;bar: 9;staff: 9;youngs: 8;food: 8;always: 8;night: 7;still: 6;expensive: 6,1498830911,51.4720853020187,-0.0882194571851314,The Grove,[],[],Camberwell and Peckham,SE5 8RE,1632,http://www.beerintheevening.com/pubs/s/16/1632/Grove/Camberwell_Grove,
427,"97 Warner Road, London, SE5 9HQ",Camberwell Green,7.0,1.0,[''],pub: 3;scary: 2;place: 2;man: 2;resident: 1;einstein: 1;hasn't: 1;(wears: 1;green: 1;nothing: 1;arthur: 1;behind: 1;watching: 1;old: 1;good: 1,1498830911,51.4728358149265,-0.0973172863173949,The Rose and Thistle,[],[],Camberwell and Peckham,SE5 9HQ,30581,http://www.beerintheevening.com/pubs/s/30/30581/Rose_and_Thistle/Camberwell,
428,"42 St. Pancras Way, London, NW1 0QT",St Pancras and Somers Town,64.0,7.0,"['Jukebox', 'Pool table', 'Fruit machines', 'Real ale', 'Outside seating']",pub: 35;garden: 31;beer: 27;good: 27;camden: 24;canal: 22;staff: 20;great: 20;nice: 19;friendly: 13;locals: 13;bar: 12;really: 12;place: 12;pint: 11,1498830911,51.5403257666187,-0.135443874121739,The Bell House,[],"[{'distance': '0.3 miles', 'name': 'Camden Town'}, {'distance': '0.5 miles', 'name': 'Mornington Crescent'}, {'distance': '0.7 miles', 'name': 'Kentish Town West'}]",Holborn and St Pancras,NW1 0QT,6570,http://www.beerintheevening.com/pubs/s/65/6570/Bell_House/Camden,
429,"69 Camden Road, London, NW1 9EU",Cantelowes,12.0,5.3,[''],good: 9;pub: 7;friendly: 5;place: 5;name: 4;enough: 4;pubs: 4;father: 4;beer: 4;people: 4;bad: 3;strange: 3;sport: 3;camden: 3;real: 3,1498830911,51.5423760257896,-0.138273162311354,The 3 Lions,[],"[{'distance': '0.3 miles', 'name': 'Camden Town'}, {'distance': '0.5 miles', 'name': 'Kentish Town West'}, {'distance': '0.6 miles', 'name': 'Mornington Crescent'}]",Holborn and St Pancras,NW1 9EU,6455,http://www.beerintheevening.com/pubs/s/64/6455/3_Lions/Camden,
