,address,admin_ward,bite_number_ratings,bite_user_rating,facilities,last_scraped,latitude,longitude,name,nearby_train_stations,nearby_tube_stations,parliamentary_constituency,postcode,source_pub_id,source_url,website
382,"418, Brixton Rd, London, SW9 7AY",,,,"['Live music (DJ)', 'Sky TV', 'Big screen', 'Late licence']",1498830904,,,Plan B Bar,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Stockwell', 'distance': '0.7 miles'}, {'name': 'Clapham North', 'distance': '0.7 miles'}]",,SW9 7AY,5605,http://www.beerintheevening.com/pubs/s/56/5605/Plan_B_Bar/Brixton,
383,"Elm Park, Brixton, London, SW2 2UB",,7.0,6.9,[''],1498830904,,,The Park Tavern,[],[],,SW2 2UB,5390,http://www.beerintheevening.com/pubs/s/53/5390/Park_Tavern/Brixton,
384,"40 St Matthews Rd, London, SW2 1NL",,9.0,7.3,['Outside seating'],1498830905,,,Mango Landing,[],"[{'name': 'Brixton', 'distance': '0.5 miles'}, {'name': 'Clapham North', 'distance': '0.9 miles'}]",,SW2 1NL,11539,http://www.beerintheevening.com/pubs/s/11/11539/Mango_Landing/Brixton,
385,"95 Effra Road, Brixton, London, SW2 1DF",,,,[''],1498830905,,,The Hootananny,[],[],,SW2 1DF,32374,http://www.beerintheevening.com/pubs/s/32/32374/Hootananny/Brixton,
386,"443, Coldharbour Lane, London, SW9 8LN",,25.0,4.9,"['Live music', 'TV', 'Sky TV (4 big screens for major matches)', 'Big screen', 'Food served (Italian pizza and snack menu)', 'Cocktails', 'Outside seating (Outside beer terrace)', 'Late licence (4am Fri/Sat 2am weekdays)', 'Credit cards accepted', 'Function room for hire (4am Fri/Sat 2am weekdays)', 'Wireless internet access', 'Air conditioning', 'Coach parties welcome', 'Disabled access', 'Disabled toilet']",1498830905,,,Living Bar and Club,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Clapham North', 'distance': '0.8 miles'}, {'name': 'Stockwell', 'distance': '0.9 miles'}]",,SW9 8LN,1330,http://www.beerintheevening.com/pubs/s/13/1330/Living_Bar_and_Club/Brixton,
387,"128, Railton Road, Herne Hill, London, SE24 0JX",,11.0,4.7,[''],1498830905,,,The Hamilton Arms,[],[],,SE24 0JX,1761,http://www.beerintheevening.com/pubs/s/17/1761/Hamilton_Arms/Brixton,
388,"142 Loughborough Road, London, SW9 7LL",,3.0,6.0,[''],1498830905,,,The Hero of Switzerland,[],"[{'name': 'Brixton', 'distance': '0.5 miles'}, {'name': 'Stockwell', 'distance': '0.9 miles'}]",,SW9 7LL,30561,http://www.beerintheevening.com/pubs/s/30/30561/Hero_of_Switzerland/Brixton,
389,"144 Brixton Hill, London, SW2 1SD",,5.0,6.4,[''],1498830905,,,The George IV,[],[],,SW2 1SD,8422,http://www.beerintheevening.com/pubs/s/84/8422/George_IV/Brixton,
390,"442-444 Brixton Road, Brixton, London, SW9 8BH",,20.0,3.2,['Wireless internet access (provided by The Cloud)'],1498830905,,,Goose,[],"[{'name': 'Brixton', 'distance': '0.1 miles'}, {'name': 'Clapham North', 'distance': '0.7 miles'}, {'name': 'Stockwell', 'distance': '0.7 miles'}]",,SW9 8BH,10486,http://www.beerintheevening.com/pubs/s/10/10486/Goose/Brixton,
391,"123 Acre Lane, Brixton, London, SW2 5UA",,22.0,4.5,"['Big screen (Outside   inside)', 'Food served (Every Day)', 'Cocktails (Happy Hour)', 'Outside seating', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Wireless internet access', 'Air conditioning']",1498830906,,,Grand Union,[],"[{'name': 'Clapham North', 'distance': '0.4 miles'}, {'name': 'Clapham Common', 'distance': '0.5 miles'}, {'name': 'Brixton', 'distance': '0.7 miles'}]",,SW2 5UA,3589,http://www.beerintheevening.com/pubs/s/35/3589/Grand_Union/Brixton,http://www.grandunionbars.com
392,"5 Harefield Road, Brockley, London, SE4 1LW",,,,[''],1498830906,,,Orchard Bar and Kitchen,[],"[{'name': 'New Cross Gate', 'distance': '0.9 miles'}, {'name': 'New Cross', 'distance': '0.9 miles'}]",,SE4 1LW,42617,http://www.beerintheevening.com/pubs/s/42/42617/Orchard_Bar_and_Kitchen/Brockley,
393,"1 Mantle Rd, London, SE4 2DU",,2.0,5.5,[''],1498830906,,,The Maypole,[],"[{'name': 'New Cross Gate', 'distance': '0.8 miles'}, {'name': 'New Cross', 'distance': '0.9 miles'}]",,SE4 2DU,7568,http://www.beerintheevening.com/pubs/s/75/7568/Maypole/Brockley,
394,"144 Stockwell Rd, London, SW9 9TQ",,,,"['TV', 'Sky TV', 'Outside seating']",1498830906,,,The Far Side,[],"[{'name': 'Brixton', 'distance': '0.4 miles'}, {'name': 'Stockwell', 'distance': '0.5 miles'}, {'name': 'Clapham North', 'distance': '0.6 miles'}]",,SW9 9TQ,346,http://www.beerintheevening.com/pubs/s/34/346/Far_Side/Brixton,
395,"Brockley Road, Brockley, London, SE4 2PH",,,,[''],1498830907,,,London Beer Dispensary,[],[],,SE4 2PH,44247,http://www.beerintheevening.com/pubs/s/44/44247/London_Beer_Dispensary/Brockley,
396,"330-332 Brockley Road, Brockley, London, SE4 2BT",,53.0,6.7,"['Food served', 'Sunday roast']",1498830907,,,Jam Circus,[],[],,SE4 2BT,25489,http://www.beerintheevening.com/pubs/s/25/25489/Jam_Circus/Brockley,
397,"184, Brockley Rd, London, SE4 2RR",,31.0,4.8,"['Food served', 'Real ale', 'Wireless internet access (provided by The Cloud)']",1498830907,,,The Brockley Barge,[],"[{'name': 'New Cross Gate', 'distance': '0.8 miles'}, {'name': 'New Cross', 'distance': '0.9 miles'}]",,SE4 2RR,1538,http://www.beerintheevening.com/pubs/s/15/1538/Brockley_Barge/Brockley,
398,"410, Brockley Rd, London, SE4 2DH",,28.0,5.3,"['Sky TV', 'Big screen']",1498830907,,,Brockley Jack,[],[],,SE4 2DH,1303,http://www.beerintheevening.com/pubs/s/13/1303/Brockley_Jack/Brockley,
399,"325 Brockley Road, London, SE4 2QZ",,14.0,5.8,"['Live music', 'Food served']",1498830907,,,Moonbow Jakes,[],[],,SE4 2QZ,12035,http://www.beerintheevening.com/pubs/s/12/12035/Moonbow_Jakes/Brockley,
400,"24 Crown Place / Clifton Street, London, EC2A 4ES",,3.0,3.7,['Real ale'],1498830907,,,The White Hart,[],"[{'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Moorgate', 'distance': '0.3 miles'}, {'name': 'Old Street', 'distance': '0.5 miles'}]",,EC2A 4ES,19822,http://www.beerintheevening.com/pubs/s/19/19822/White_Hart/Broadgate,
401,"2/3 Artillery Passage, London, E1 7LJ",,5.0,7.6,['Food served'],1498830907,,,Grapeshots,[],"[{'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Aldgate East', 'distance': '0.3 miles'}, {'name': 'Aldgate', 'distance': '0.3 miles'}]",,E1 7LJ,15369,http://www.beerintheevening.com/pubs/s/15/15369/Grapeshots/Broadgate,
402,"2 Paul Street, London, EC2A 4JH",,5.0,4.6,[''],1498830908,,,The Heeltap and Bumper,[],"[{'name': 'Old Street', 'distance': '0.3 miles'}, {'name': 'Moorgate', 'distance': '0.4 miles'}, {'name': 'Liverpool Street', 'distance': '0.4 miles'}]",,EC2A 4JH,25572,http://www.beerintheevening.com/pubs/s/25/25572/Heeltap_and_Bumper/Broadgate,
403,"5 Exchange Square, London, EC2A 2EH",,12.0,1.8,[''],1498830908,,,Corney and Barrow,[],"[{'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Moorgate', 'distance': '0.4 miles'}, {'name': 'Shoreditch', 'distance': '0.5 miles'}]",,EC2A 2EH,3437,http://www.beerintheevening.com/pubs/s/34/3437/Corney_and_Barrow/Broadgate,
404,"52, Wilson St, London, EC2A 2ER",,29.0,7.1,"['TV', 'Big screen', 'Real ale']",1498830908,,,The Flying Horse,[],"[{'name': 'Moorgate', 'distance': '0.2 miles'}, {'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Old Street', 'distance': '0.4 miles'}]",,EC2A 2ER,5136,http://www.beerintheevening.com/pubs/s/51/5136/Flying_Horse/Broadgate,
405,"36 Wilson Street, London, EC2M 2TE",,16.0,6.4,"['Real ale', 'Function room for hire']",1498830908,,,Fleetwood,[],"[{'name': 'Moorgate', 'distance': '0.1 miles'}, {'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Bank', 'distance': '0.4 miles'}]",,EC2M 2TE,13497,http://www.beerintheevening.com/pubs/s/13/13497/Fleetwood/Broadgate,
406,"2 Exchange Place, Apollo Street, Broadgate, London, EC2M 2QA",,15.0,4.1,"['Food served', 'Wireless internet access (provided by The Cloud)']",1498830908,,,The Broadgate Exchange,[],"[{'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Moorgate', 'distance': '0.3 miles'}, {'name': 'Aldgate', 'distance': '0.5 miles'}]",,EC2M 2QA,9378,http://www.beerintheevening.com/pubs/s/93/9378/Broadgate_Exchange/Broadgate,
407,"2-12 Wilson Street, London, EC2M 2TE",,14.0,6.9,"['Food served', 'Real ale']",1498830908,,,Bangers,[],"[{'name': 'Moorgate', 'distance': '0.1 miles'}, {'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Bank', 'distance': '0.4 miles'}]",,EC2M 2TE,6698,http://www.beerintheevening.com/pubs/s/66/6698/Bangers/Broadgate,
408,"18-20 Appold Street, Broadgate, London, EC2A 2AS",,13.0,2.2,"['Food served', 'Real ale']",1498830909,,,All Bar One,[],"[{'name': 'Liverpool Street', 'distance': '0.2 miles'}, {'name': 'Moorgate', 'distance': '0.3 miles'}, {'name': 'Old Street', 'distance': '0.5 miles'}]",,EC2A 2AS,12919,http://www.beerintheevening.com/pubs/s/12/12919/All_Bar_One/Broadgate,
409,"45 Trinity Gardens, London, SW9 8DR",,,,"['Real ale', 'Outside seating']",1498830909,,,The Trinity Arms,[],"[{'name': 'Brixton', 'distance': '0.2 miles'}, {'name': 'Clapham North', 'distance': '0.6 miles'}, {'name': 'Stockwell', 'distance': '0.8 miles'}]",,SW9 8DR,1661,http://www.beerintheevening.com/pubs/s/16/1661/Trinity_Arms/Brixton,
410,"22, Blenheim Gardens, Brixton, London, SW2 5BZ",,14.0,8.2,['Live music'],1498830909,,,The Windmill,[],"[{'name': 'Brixton', 'distance': '0.7 miles'}, {'name': 'Clapham North', 'distance': '0.8 miles'}, {'name': 'Clapham Common', 'distance': '0.9 miles'}]",,SW2 5BZ,6055,http://www.beerintheevening.com/pubs/s/60/6055/Windmill/Brixton,
411,"94, Brixton Hill, London, SW2 1QN",,18.0,7.6,['Cocktails'],1498830909,,,The Whitehorse,[],"[{'name': 'Brixton', 'distance': '0.6 miles'}, {'name': 'Clapham North', 'distance': '0.9 miles'}]",,SW2 1QN,2682,http://www.beerintheevening.com/pubs/s/26/2682/Whitehorse/Brixton,
412,"58a Camberwell Church Street, London, SE5 8QZ",,11.0,0.3,[''],1498830909,,,The Cube,[],[],,SE5 8QZ,4516,http://www.beerintheevening.com/pubs/s/45/4516/Cube/Camberwell,
413,"40 KEMERTON ROAD, CAMBERWELL, LONDON, LONDON, SE5 9AR",,34.0,6.6,"['Quiz night', 'Live music', 'Food served', 'Sunday roast', 'Gluten free meals available', 'Real ale', 'Cocktails', 'Outside seating', 'Dogs allowed', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Wireless internet access', 'Air conditioning', 'Coach parties welcome', 'Disabled access', 'Disabled toilet']",1498830909,,,THE CAMBRIA,[],[],,SE5 9AR,3625,http://www.beerintheevening.com/pubs/s/36/3625/CAMBRIA/CAMBERWELL,http://www.thecambrialondon.com
414,"Southampton Way, Camberwell, London, SE5 7EW",,,,[''],1498830909,,,Cool Cats Cafe,[],[],,SE5 7EW,43445,http://www.beerintheevening.com/pubs/s/43/43445/Cool_Cats_Cafe/Camberwell,
415,"16 Grove Lane, Camberwell, London, SE5 8SY",,5.0,2.8,['Food served'],1498830909,,,Blakes,[],[],,SE5 8SY,4004,http://www.beerintheevening.com/pubs/s/40/4004/Blakes/Camberwell,
416,"64 Camberwell Church Street, Camberwell, London, SE5 8TR",,,,"['Live music (Acoustic sets', 'sundays at 8pm)', 'TV', 'Sky TV', 'Big screen', 'Food served (until 10pm)', 'Sunday roast', 'Real ale', 'Dogs allowed (we have a pub dog)', ""Children allowed (as long as they don't bite)"", 'Late licence (2am fri & sat. 12 am during the week)', 'Function room for hire', 'Wireless internet access', 'Air conditioning']",1498830909,,,The Castle,[],[],,SE5 8TR,1353,http://www.beerintheevening.com/pubs/s/13/1353/Castle/Camberwell,
417,"60 Camberwell New Road, Camberwell, London, SE5 0RS",,32.0,6.4,"['Big screen', 'Food served', 'Cocktails']",1498830910,,,The Black Sheep,[],"[{'name': 'Oval', 'distance': '0.4 miles'}, {'name': 'Kennington', 'distance': '0.7 miles'}, {'name': 'Stockwell', 'distance': '0.9 miles'}]",,SE5 0RS,7642,http://www.beerintheevening.com/pubs/s/76/7642/Black_Sheep/Camberwell,
418,"296a Camberwell New Road, Camberwell, London, SE5 0RP",,,,[''],1498830910,,,The Bear Free House,[],"[{'name': 'Oval', 'distance': '0.8 miles'}, {'name': 'Kennington', 'distance': '0.9 mile'}]",,SE5 0RP,31853,http://www.beerintheevening.com/pubs/s/31/31853/Bear_Free_House/Camberwell,
419,"66 coldharbour lane, camberwell, london, se59pu",,2.0,9.5,[''],1498830910,,,amaryllis bar and kitchen,[],[],,,36199,http://www.beerintheevening.com/pubs/s/36/36199/amaryllis_bar_and_kitchen/camberwell,http://www.theamaryllis.co.uk
420,"19, Caledonian Rd, Kings Cross, London, N1 9DX",,,,"['TV', 'Pool table', 'Outside seating', 'Late licence']",1498830910,,,Millers,[],"[{'name': ""King's Cross St. Pancras"", 'distance': '0.1 miles'}, {'name': 'Euston', 'distance': '0.6 miles'}, {'name': 'Euston Square', 'distance': '0.6 miles'}]",,N1 9DX,1371,http://www.beerintheevening.com/pubs/s/13/1371/Millers/Caledonian_Road,
421,"37-39 Romilly Street, Cambridge Circus, London, W1V 5TP",,,,"['Live music', 'Food served', 'Real ale']",1498830911,,,The Spice of Life,[],"[{'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Tottenham Court Road', 'distance': '0.2 miles'}, {'name': 'Covent Garden', 'distance': '0.3 miles'}]",,,13312,http://www.beerintheevening.com/pubs/s/13/13312/Spice_of_Life/Cambridge_Circus,
422,"142 Shaftesbury Avenue, London, WC2H 8HJ",,,,"['TV', 'Real ale']",1498830911,,,The Marquis of Granby,[],"[{'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Covent Garden', 'distance': '0.2 miles'}, {'name': 'Tottenham Court Road', 'distance': '0.3 miles'}]",,WC2H 8HJ,1810,http://www.beerintheevening.com/pubs/s/18/1810/Marquis_of_Granby/Cambridge_Circus,
423,"270 Caledonian Road, London, N1 1BA",,4.0,7.5,"['Live music', 'Pool table']",1498830911,,,The Tarmon,[],"[{'name': 'Caledonian Road', 'distance': '0.7 miles'}, {'name': 'Caledonian Road and Barnsbury', 'distance': '0.7 miles'}, {'name': ""King's Cross St. Pancras"", 'distance': '0.7 miles'}]",,N1 1BA,12061,http://www.beerintheevening.com/pubs/s/12/12061/Tarmon/Caledonian_Road,
424,"84 Cambridge Circus, London, WC2H 8AA",,,,"['Food served', 'Real ale', 'Outside seating', 'Credit cards accepted', 'Smoking area', 'Air conditioning']",1498830911,,,All Bar One,[],"[{'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Covent Garden', 'distance': '0.2 miles'}, {'name': 'Tottenham Court Road', 'distance': '0.2 miles'}]",,WC2H 8AA,6309,http://www.beerintheevening.com/pubs/s/63/6309/All_Bar_One/Cambridge_Circus,
425,"342, Caledonian Road, London, N1 1BB",,6.0,8.2,[''],1498830911,,,The Islington Bar,[],"[{'name': 'Caledonian Road', 'distance': '0.6 miles'}, {'name': 'Caledonian Road and Barnsbury', 'distance': '0.6 miles'}, {'name': 'Highbury and Islington', 'distance': '0.7 miles'}]",,N1 1BB,3168,http://www.beerintheevening.com/pubs/s/31/3168/Islington_Bar/Caledonian_Road,
426,"26 Camberwell Grove, Camberwell, London, SE5 8RE",,35.0,4.7,"['Quiz night', 'Live music', 'TV', 'Food served', 'Sunday roast', 'Real ale', 'Cocktails', 'Outside seating', 'Children allowed', 'Credit cards accepted', 'Wireless internet access']",1498830911,,,The Grove,[],[],,SE5 8RE,1632,http://www.beerintheevening.com/pubs/s/16/1632/Grove/Camberwell_Grove,
427,"97 Warner Road, London, SE5 9HQ",,7.0,1.0,[''],1498830911,,,The Rose and Thistle,[],[],,SE5 9HQ,30581,http://www.beerintheevening.com/pubs/s/30/30581/Rose_and_Thistle/Camberwell,
428,"42 St. Pancras Way, London, NW1 0QT",,64.0,7.0,"['Jukebox', 'Pool table', 'Fruit machines', 'Real ale', 'Outside seating']",1498830911,,,The Bell House,[],"[{'name': 'Camden Town', 'distance': '0.3 miles'}, {'name': 'Mornington Crescent', 'distance': '0.5 miles'}, {'name': 'Kentish Town West', 'distance': '0.7 miles'}]",,NW1 0QT,6570,http://www.beerintheevening.com/pubs/s/65/6570/Bell_House/Camden,
429,"69 Camden Road, London, NW1 9EU",,12.0,5.3,[''],1498830911,,,The 3 Lions,[],"[{'name': 'Camden Town', 'distance': '0.3 miles'}, {'name': 'Kentish Town West', 'distance': '0.5 miles'}, {'name': 'Mornington Crescent', 'distance': '0.6 miles'}]",,NW1 9EU,6455,http://www.beerintheevening.com/pubs/s/64/6455/3_Lions/Camden,
430,"319 Camberwell Road, London, SE5 0HQ",,15.0,1.4,[''],1498830911,,,Red Star Bar,[],[],,SE5 0HQ,1602,http://www.beerintheevening.com/pubs/s/16/1602/Red_Star_Bar/Camberwell,
431,"4 Caledonian Road, London, N1 9DU",,53.0,6.4,[''],1498830911,,,The Flying Scotsman,[],"[{'name': ""King's Cross St. Pancras"", 'distance': '0.1 miles'}, {'name': 'Euston', 'distance': '0.6 miles'}, {'name': 'Russell Square', 'distance': '0.7 miles'}]",,N1 9DU,4710,http://www.beerintheevening.com/pubs/s/47/4710/Flying_Scotsman/Caledonian_Road,
432,"49 Knatchbull Road, Camberwell, London, London, SE5 9QR",,12.0,5.1,[''],1498830911,,,The Prince of Wales,[],[],,SE5 9QR,29666,http://www.beerintheevening.com/pubs/s/29/29666/Prince_of_Wales/Camberwell,
433,"61 Coldharbour Lane, London, SE5 9NS",,,,"['TV', 'Food served', 'Outside seating', 'Wireless internet access']",1498830912,,,The Sun and Doves,[],[],,SE5 9NS,3404,http://www.beerintheevening.com/pubs/s/34/3404/Sun_and_Doves/Camberwell,
434,"123 Flaxman Road, London, SE5 9EA",,10.0,6.2,[''],1498830912,,,The Robin Hood and Little John,[],[],,SE5 9EA,30562,http://www.beerintheevening.com/pubs/s/30/30562/Robin_Hood_and_Little_John/Camberwell,
435,"19-21 Paulet Road, Camberwell, London, SE5 9HP",,7.0,3.3,[''],1498830912,,,The Paulet Arms,[],"[{'name': 'Brixton', 'distance': '0.8 miles'}, {'name': 'Oval', 'distance': '0.9 miles'}, {'name': 'Stockwell', 'distance': '1 mile'}]",,SE5 9HP,27804,http://www.beerintheevening.com/pubs/s/27/27804/Paulet_Arms/Camberwell,
436,"60 Camberwell New Road, Camberwell, London, SE5 0RS",,,,[''],1498830912,,,The Kennington,[],"[{'name': 'Oval', 'distance': '0.4 miles'}, {'name': 'Kennington', 'distance': '0.7 miles'}, {'name': 'Stockwell', 'distance': '0.9 miles'}]",,SE5 0RS,43052,http://www.beerintheevening.com/pubs/s/43/43052/Kennington/Camberwell,
437,"325 Camberwell New Road, London, SE5 0TF",,16.0,5.4,['Food served'],1498830912,,,The Old Dispensary,[],[],,SE5 0TF,19036,http://www.beerintheevening.com/pubs/s/19/19036/Old_Dispensary/Camberwell,
438,"66 Coldharbour Lane, London, SE5 9PU",,11.0,5.0,[''],1498830913,,,Jack Beards at the Plough,[],[],,SE5 9PU,8085,http://www.beerintheevening.com/pubs/s/80/8085/Jack_Beards_at_the_Plough/Camberwell,
439,"55, Parkway, London, NW1 7PN",,,,"['Live music (sometimes)', 'Quiz machines (multi)', 'Food served', 'Real ale']",1498830913,,,The Earl of Camden,[],"[{'name': 'Camden Town', 'distance': '0.1 miles'}, {'name': 'Mornington Crescent', 'distance': '0.4 miles'}, {'name': 'Chalk Farm', 'distance': '0.6 miles'}]",,NW1 7PN,1290,http://www.beerintheevening.com/pubs/s/12/1290/Earl_of_Camden/Camden,
440,"94, Parkway, London, NW1 7AN",,,,['Live music (venue at the back)'],1498830913,,,The Dublin Castle,[],"[{'name': 'Camden Town', 'distance': '0.2 miles'}, {'name': 'Mornington Crescent', 'distance': '0.4 miles'}, {'name': 'Chalk Farm', 'distance': '0.6 miles'}]",,NW1 7AN,1293,http://www.beerintheevening.com/pubs/s/12/1293/Dublin_Castle/Camden,
441,"33, Kentish Town Rd, London, NW1 8NL",,,,['Real ale'],1498830913,,,The Devonshire Arms,[],"[{'name': 'Camden Town', 'distance': '0.1 miles'}, {'name': 'Mornington Crescent', 'distance': '0.5 miles'}, {'name': 'Kentish Town West', 'distance': '0.5 miles'}]",,NW1 8NL,1294,http://www.beerintheevening.com/pubs/s/12/1294/Devonshire_Arms/Camden,
442,"Stables Market, Chalk Farm Road, Camden, London, NW1 8AH",,,,[''],1498830913,,,The Cuban,[],"[{'name': 'Chalk Farm', 'distance': '0.3 miles'}, {'name': 'Camden Town', 'distance': '0.3 miles'}, {'name': 'Kentish Town West', 'distance': '0.3 miles'}]",,NW1 8AH,39078,http://www.beerintheevening.com/pubs/s/39/39078/Cuban/Camden,
443,"100 Arlington Rd, Camden, London, NW1 7HP",,,,"['Food served', 'Outside seating']",1498830913,,,Crown and Goose,[],"[{'name': 'Camden Town', 'distance': '0.1 miles'}, {'name': 'Mornington Crescent', 'distance': '0.3 miles'}, {'name': 'Chalk Farm', 'distance': '0.7 miles'}]",,NW1 7HP,4406,http://www.beerintheevening.com/pubs/s/44/4406/Crown_and_Goose/Camden,
444,"2 Kentish Town Road, London, NW1 9NX",,,,"['Sky TV', 'Real ale', 'Late licence']",1498830913,,,The Camden Eye,[],"[{'name': 'Camden Town', 'distance': '0.1 miles'}, {'name': 'Mornington Crescent', 'distance': '0.4 miles'}, {'name': 'Kentish Town West', 'distance': '0.6 miles'}]",,NW1 9NX,1291,http://www.beerintheevening.com/pubs/s/12/1291/Camden_Eye/Camden,
445,"78 Albany Street, Camden, London, NW1 4EE",,,,[''],1498830913,,,Cape of Good Hope,[],"[{'name': 'Great Portland Street', 'distance': '0.2 miles'}, {'name': ""Regent's Park"", 'distance': '0.3 miles'}, {'name': 'Warren Street', 'distance': '0.3 miles'}]",,NW1 4EE,37144,http://www.beerintheevening.com/pubs/s/37/37144/Cape_of_Good_Hope/Camden,
446,"28-30, Camden High St, London, NW1 0JH",,28.0,6.1,"['Big screen', 'Food served']",1498830913,,,The Cobden Arms,[],"[{'name': 'Mornington Crescent', 'distance': '0.1 miles'}, {'name': 'Camden Town', 'distance': '0.3 miles'}, {'name': 'Euston Square', 'distance': '0.5 miles'}]",,NW1 0JH,6942,http://www.beerintheevening.com/pubs/s/69/6942/Cobden_Arms/Camden,
447,"1 Randolph Street, London, NW1 0SS",,40.0,6.5,['Outside seating'],1498830913,,,The Colonel Fawcett,[],"[{'name': 'Camden Town', 'distance': '0.3 miles'}, {'name': 'Mornington Crescent', 'distance': '0.6 miles'}, {'name': 'Kentish Town West', 'distance': '0.6 miles'}]",,NW1 0SS,20417,http://www.beerintheevening.com/pubs/s/20/20417/Colonel_Fawcett/Camden,
448,"100 Camden High Street, London, NW1 0LU",,22.0,5.6,"['Food served', 'Real ale']",1498830913,,,The Liberties Bar,[],"[{'name': 'Camden Town', 'distance': '0.1 miles'}, {'name': 'Mornington Crescent', 'distance': '0.3 miles'}, {'name': 'Euston Square', 'distance': '0.7 miles'}]",,NW1 0LU,6914,http://www.beerintheevening.com/pubs/s/69/6914/Liberties_Bar/Camden,
449,"87 Albany Street, Camden, London, NW1 4BT",,,,[''],1498830914,,,Chester Arms,[],"[{'name': 'Great Portland Street', 'distance': '0.3 miles'}, {'name': ""Regent's Park"", 'distance': '0.3 miles'}, {'name': 'Warren Street', 'distance': '0.4 miles'}]",,NW1 4BT,37143,http://www.beerintheevening.com/pubs/s/37/37143/Chester_Arms/Camden,
450,"100 Camden High Street, Camden, London, NW1 0LU",,,,[''],1498830914,,,Camden Head,[],"[{'name': 'Camden Town', 'distance': '0.1 miles'}, {'name': 'Mornington Crescent', 'distance': '0.3 miles'}, {'name': 'Euston Square', 'distance': '0.7 miles'}]",,NW1 0LU,39318,http://www.beerintheevening.com/pubs/s/39/39318/Camden_Head/Camden,
451,"55 Camden Street, Camden, London, NW1 0HG",,,,[''],1498830914,,,The Camden,[],"[{'name': 'Mornington Crescent', 'distance': '0.2 miles'}, {'name': 'Camden Town', 'distance': '0.3 miles'}, {'name': 'Euston Square', 'distance': '0.6 miles'}]",,NW1 0HG,37238,http://www.beerintheevening.com/pubs/s/37/37238/Camden/Camden,
452,"7-8, Chalk Farm Rd, London, NW1 8AA",Camden Town with Primrose Hill,25.0,5.7,['Live music'],1498830914,51.54121737864,-0.14972735862062,The Caernarvon Castle,[],"[{'name': 'Camden Town', 'distance': '0.2 miles'}, {'name': 'Kentish Town West', 'distance': '0.4 miles'}, {'name': 'Chalk Farm', 'distance': '0.4 miles'}]",Holborn and St Pancras,NW1 8AA,6532,http://www.beerintheevening.com/pubs/s/65/6532/Caernarvon_Castle/Camden,
453,"1 Randolph Street, London, NW1 0SS",,9.0,7.0,[''],1498830914,,,The Camden Brewing Co.,[],"[{'name': 'Camden Town', 'distance': '0.3 miles'}, {'name': 'Mornington Crescent', 'distance': '0.6 miles'}, {'name': 'Kentish Town West', 'distance': '0.6 miles'}]",,NW1 0SS,5402,http://www.beerintheevening.com/pubs/s/54/5402/Camden_Brewing_Co_/Camden,
454,"283 Camden Road, Camden, London, N7 0JN",,,,[''],1498830914,,,Latin Quarter,[],"[{'name': 'Caledonian Road', 'distance': '0.4 miles'}, {'name': 'Caledonian Road and Barnsbury', 'distance': '0.4 miles'}, {'name': 'Holloway Road', 'distance': '0.6 miles'}]",,N7 0JN,33194,http://www.beerintheevening.com/pubs/s/33/33194/Latin_Quarter/Camden,
455,"1 Greville Street, Camden, London, EC1N 8PQ",,,,[''],1498830914,,,King Of Diamonds,[],"[{'name': 'Chancery Lane', 'distance': '0.1 miles'}, {'name': 'Farringdon', 'distance': '0.2 miles'}, {'name': 'Barbican', 'distance': '0.5 miles'}]",,EC1N 8PQ,32685,http://www.beerintheevening.com/pubs/s/32/32685/King_Of_Diamonds/Camden,
456,"28a-28b Jamestown Road, London, NW1 7AP",,70.0,4.7,"['Food served', 'Real ale', 'Wireless internet access (provided by The Cloud)']",1498830915,,,Ice Wharf,[],"[{'name': 'Camden Town', 'distance': '0.2 miles'}, {'name': 'Chalk Farm', 'distance': '0.5 miles'}, {'name': 'Kentish Town West', 'distance': '0.5 miles'}]",,NW1 7AP,10180,http://www.beerintheevening.com/pubs/s/10/10180/Ice_Wharf/Camden,
457,"Sicilian Avenue, Camden, London, WC1A 2QH",,,,[''],1498830915,,,Holborn Whippet,[],"[{'name': 'Holborn', 'distance': '0.1 miles'}, {'name': 'Russell Square', 'distance': '0.4 miles'}, {'name': 'Covent Garden', 'distance': '0.4 miles'}]",,WC1A 2QH,42942,http://www.beerintheevening.com/pubs/s/42/42942/Holborn_Whippet/Camden,
